Rv_ID,PE35_KO_vs_mbio_H37Rv,PPE68_KO_vs_mbio_H37Rv,Rv0950c_KO_vs_CB_WT,Rv0954_KO_vs_RJ_WT,Rv1096_KO_vs_CB_WT,Rv3005c_KO_day32_vs_dejesus_H37Rv_day32,Rv3594_KO_vs_Rubin_FLUTE_WT,Rv3684_KO_vs_CB_WT,Rv3717_KO_vs_Rubin_FLUTE_WT,Rv3811_KO_vs_Rubin_FLUTE_WT,bellerose_MB_HRZE_wk1_vs_bellerose_MB_d21_untreated,bellerose_MB_HRZE_wk1_vs_bellerose_MB_pretreatment,bellerose_MB_d21_untreated_vs_bellerose_MB_pretreatment,carey_621_vs_carey_rv,carey_630_vs_carey_rv,carey_631_vs_carey_rv,carey_632_vs_carey_rv,carey_641_vs_carey_rv,carey_662_vs_carey_rv,carey_663_vs_carey_rv,carey_667_vs_carey_rv,dejesus_H37Rv_day32_vs_dejesus_H37Rv_day0,dejesus_Rv0307c_day32_vs_dejesus_Rv0307c_day0,dejesus_Rv1432_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1432_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1432_day32_vs_dejesus_Rv1432_day0,dejesus_Rv1565c_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1565c_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1565c_day32_vs_dejesus_Rv1565c_day0,dejesus_Rv2680_day0_vs_dejesus_H37Rv_day0,dejesus_Rv2680_day32_vs_dejesus_H37Rv_day32,dejesus_Rv2680_day32_vs_dejesus_Rv2680_day0,dejesus_Rv3916c_day32_vs_dejesus_Rv3916c_day0,eccD1_KO_vs_mbio_H37Rv,espI_KO_vs_mbio_H37Rv,griffin_cholesterol_vs_griffin_glycerol,griffin_glycerol_vs_mbio_H37Rv,kieser_dPonA1_vs_mbio_H37Rv,korte_2016_otsa_trehalose_vs_korte_2016_otsa_7h9,marP_KO_vs_marP_WT,minato_minimal_plate_vs_minato_rich_plate,mishra_C3H_vs_mishra_B6,mishra_NOS2_vs_mishra_B6,mishra_NOS2_vs_mishra_C3H,nambi_2015_ctpC_vs_nambi_2015_wt,ritterhaus_hypoxia_H3_vs_ritterhaus_hypoxia_input,ritterhaus_hypoxia_H6_vs_ritterhaus_hypoxia_input,xu_emb_2.5_vs_xu_emb_0,xu_emb_3_vs_xu_emb_0,xu_inh_025_vs_xu_inh_0,xu_inh_02_vs_xu_inh_0,xu_mero_2.5_vs_xu_mero_0,xu_rif_4_vs_xu_rif_0,xu_van_16_vs_xu_van_0,zhang_AA_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_DETA-NO_pH_7.0_vs_zhang_pH_7.0_no_NO_control,zhang_Fe_1.5mM_vs_zhang_Fe_450uM,zhang_Trp_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_Tyloxapol_pH_6.5_vs_zhang_Tyloxapol_pH_4.5,zhang_Tyloxapol_pH_6.5_vs_zhang_pcit_pH_4.5,zhang_mhcii_mouse_d10_vs_zhang_wt_mouse_d10,zhang_mhcii_mouse_d45_vs_zhang_wt_mouse_d45,zhang_wt_mouse_d10_vs_zhang_input_library,zhang_wt_mouse_d45_vs_zhang_input_library
Rv0629c,1.0,1.0,1.0,1.0,1.0,0.47323999999999994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99249,1.0,1.0,1.0,0.9363799999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.83176,1.0,0.92424,1.0,1.0,0.21,1.0,1.0,1.0,0.04433,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.49537,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.08423,1.0,1.0,1.0,0.9550799999999999
Rv0630c,1.0,1.0,1.0,1.0,1.0,0.56366,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5795600000000001,0.81713,0.81472,0.9817299999999999,1.0,1.0,0.87571,0.69386,1.0,1.0,0.74221,0.86356,1.0,1.0,1.0,1.0,0.75078,0.83195,1.0,1.0,1.0,1.0,1.0,0.09638,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9752700000000001,1.0,0.52489,1.0,1.0,0.8668600000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv0631c,1.0,1.0,1.0,1.0,1.0,0.27792,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9848299999999999,0.94583,1.0,1.0,1.0,1.0,1.0,0.20425,1.0,0.5776399999999999,0.07708,1.0,1.0,0.04526,1.0,0.82604,0.23509000000000002,1.0,1.0,1.0,1.0,1.0,0.24054,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94716,1.0,1.0,1.0,1.0
Rv0632c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.64265,1.0,1.0,1.0,1.0,1.0,0.87571,1.0,0.9738,1.0,0.8397,0.69606,1.0,0.85557,0.11818,1.0,0.84403,0.10289000000000001,0.07811,1.0,1.0,1.0,1.0,0.32164,1.0,1.0,0.77047,0.7741899999999999,1.0,1.0,1.0,1.0,1.0,0.023969999999999998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.45737,1.0,1.0,1.0,0.5596800000000001
Rv0633c,1.0,1.0,1.0,1.0,1.0,0.33585,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9666,1.0,1.0,1.0,0.9885799999999999,1.0,1.0,1.0,0.98114,0.5592199999999999,1.0,1.0,1.0,1.0,0.3875,0.86792,0.68662,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9752700000000001,1.0,0.88475,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.70407,1.0,1.0,1.0,1.0
Rv0634A,1.0,1.0,1.0,0.6825,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.58203,1.0,0.8290299999999999,0.61538,1.0,1.0,0.7094600000000001,1.0,0.01028,1.0,0.84959,1.0,1.0,0.1064,0.0,1.0,0.7864,0.35125,0.30949,0.47715,1.0,1.0,1.0,0.69224,1.0,1.0,0.64223,1.0,1.0,1.0,1.0,1.0,1.0,0.38444,1.0,1.0,0.63254,1.0,1.0,1.0,1.0,1.0,1.0,0.98365,1.0,0.47981,0.55483,1.0,0.9560200000000001,0.009609999999999999,0.31706999999999996
Rv0634B,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.34141,1.0,1.0,0.7581,1.0,0.4311100000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9595899999999999,0.98314,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8174899999999999
Rv0634c,1.0,1.0,1.0,1.0,1.0,0.92337,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9177700000000001,1.0,0.8592299999999999,0.4904600000000001,1.0,1.0,0.9183,1.0,0.29236,1.0,0.8501299999999999,0.75134,0.77979,0.8666799999999999,0.532,1.0,0.83339,0.86,0.0335,1.0,1.0,1.0,1.0,0.6853,0.8424299999999999,1.0,1.0,1.0,1.0,0.9305,1.0,1.0,1.0,0.12432,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3945,1.0,1.0,1.0,0.8327100000000001
Rv0635,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.50738,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.76088,1.0,0.62383,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv0636,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4708,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8897299999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv0637,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.89149,0.30085,0.94015,0.43267,1.0,0.6523800000000001,0.30856,0.69386,1.0,1.0,0.58613,1.0,1.0,1.0,1.0,1.0,0.84403,1.0,0.76151,0.5142399999999999,1.0,1.0,1.0,0.48813999999999996,1.0,1.0,0.36005,1.0,1.0,1.0,1.0,0.45748999999999995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.72792,1.0,1.0,1.0,1.0,1.0,0.54577,0.31956999999999997
Rv0638,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.87516,1.0,0.94015,0.9456100000000001,1.0,0.8235899999999999,0.2871,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.76088,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv0639,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.62874,0.8939600000000001,1.0,1.0,1.0,1.0,0.74941,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.76088,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8174899999999999
Rv0640,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.24301,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.43028999999999995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv0641,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv0642c,1.0,1.0,0.33516,0.0,0.30832,1.0,0.20462,1.0,0.0,0.08215,1.0,1.0,1.0,0.93124,0.8966700000000001,0.99249,0.9132399999999999,1.0,0.72914,1.0,1.0,0.0,1.0,0.0,0.90012,1.0,0.00487,0.8233,0.0,0.0,0.8225399999999999,0.0,0.06333,1.0,1.0,0.67278,0.00665,0.1995,1.0,0.34752,0.0,0.84346,0.4098600000000001,1.0,0.9752700000000001,1.0,0.0,0.0,0.0,0.0,0.15711,0.51474,1.0,0.0,1.0,1.0,0.41128000000000003,1.0,1.0,0.957,1.0,1.0,1.0,0.0
Rv0643c,1.0,1.0,1.0,1.0,1.0,0.49888999999999994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9584,1.0,0.93348,0.9456100000000001,1.0,1.0,0.9966200000000001,1.0,0.37004000000000004,1.0,0.93474,1.0,1.0,0.28896,0.0,1.0,0.04525,1.0,0.9586100000000001,1.0,1.0,1.0,1.0,0.48813999999999996,0.76088,1.0,0.0,0.77099,0.0,1.0,0.12277,0.19433,1.0,0.80919,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7054600000000001,1.0,1.0,1.0,1.0
Rv0644c,1.0,1.0,1.0,0.9828100000000001,1.0,1.0,1.0,1.0,0.11083,1.0,0.11822,0.58404,1.0,1.0,1.0,0.96986,1.0,1.0,1.0,0.9807,1.0,0.20464000000000002,1.0,0.04902,0.86179,0.0,0.73175,0.02744,1.0,0.24470999999999998,0.5001,0.00775,1.0,1.0,1.0,0.92868,0.49538000000000004,1.0,1.0,0.40624,0.73326,1.0,1.0,1.0,0.08438999999999999,0.32405,0.0,1.0,0.060860000000000004,1.0,1.0,1.0,1.0,0.27414,1.0,1.0,1.0,1.0,1.0,0.70398,1.0,1.0,1.0,0.6287699999999999
Rv0645c,1.0,1.0,1.0,0.85152,1.0,0.53993,1.0,1.0,0.0,0.37275,0.0,0.45971999999999996,0.855,0.87516,1.0,0.45851000000000003,0.9456100000000001,1.0,1.0,0.87571,1.0,0.008579999999999999,1.0,0.35566,1.0,0.020640000000000002,0.0,0.0,1.0,0.14735,0.17634,0.0,0.41435,1.0,1.0,1.0,0.94439,0.9849100000000001,1.0,1.0,0.85734,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.92071,1.0,1.0,0.45418000000000003,1.0,1.0,0.51108,0.63156,1.0,1.0,1.0,0.24228000000000002
Rv0646c,1.0,1.0,1.0,1.0,1.0,0.55948,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.35652,0.69825,0.43833999999999995,0.5515899999999999,0.9499299999999999,0.84539,0.6541,0.56676,0.9630799999999999,1.0,0.17218,0.20608,1.0,0.41981999999999997,1.0,1.0,0.2199,0.18336,0.78894,1.0,1.0,1.0,1.0,0.35212,1.0,1.0,0.5634,0.6956100000000001,1.0,1.0,1.0,0.09577000000000001,0.75043,0.58968,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.70407,1.0,1.0,1.0,1.0
Rv0647c,1.0,1.0,1.0,1.0,1.0,0.91161,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.86769,1.0,0.97019,0.9498700000000001,1.0,1.0,0.93614,1.0,1.0,1.0,0.5358,0.64286,1.0,0.85557,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9663700000000001,1.0,1.0,1.0,1.0
Rv0648,1.0,1.0,1.0,1.0,1.0,0.83301,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.73293,0.94047,0.88321,1.0,1.0,0.66596,0.74941,1.0,0.71258,1.0,0.9537,0.45575,1.0,0.8246,1.0,1.0,0.69209,1.0,1.0,1.0,1.0,1.0,1.0,0.13487000000000002,1.0,1.0,0.9840399999999999,0.9295200000000001,1.0,1.0,1.0,0.9517899999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.91871,1.0,1.0,1.0,0.53888
Rv0649,1.0,1.0,1.0,1.0,1.0,0.47323999999999994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.89849,0.9800399999999999,1.0,1.0,1.0,1.0,0.9183,1.0,1.0,1.0,0.56395,0.6243,1.0,0.79581,0.5565399999999999,1.0,0.7931600000000001,1.0,1.0,1.0,1.0,1.0,1.0,0.88707,1.0,1.0,0.85539,0.68767,1.0,1.0,1.0,1.0,1.0,0.30269,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.93585,1.0,1.0,0.60255,1.0
Rv0650,1.0,1.0,1.0,1.0,1.0,0.47323999999999994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3425,0.81125,1.0,1.0,1.0,1.0,0.9966200000000001,1.0,1.0,1.0,0.86234,0.7762399999999999,1.0,0.019459999999999998,0.06264,1.0,0.84403,0.6419699999999999,1.0,1.0,1.0,1.0,1.0,0.048,1.0,1.0,1.0,0.7764300000000001,1.0,1.0,1.0,0.8853700000000001,1.0,0.5344399999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.66809,1.0,1.0,1.0,1.0
Rv0651,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.80401,1.0,1.0,0.9183,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.76088,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv0652,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv0653c,1.0,1.0,1.0,1.0,1.0,0.34806,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9698,1.0,0.99431,1.0,1.0,1.0,0.9183,1.0,0.06101,1.0,0.99956,0.60765,1.0,0.4554,0.93411,1.0,1.0,0.4593100000000001,1.0,1.0,1.0,1.0,1.0,0.34515999999999997,1.0,1.0,0.84634,1.0,1.0,1.0,1.0,1.0,1.0,0.8694799999999999,1.0,1.0,0.09156,1.0,1.0,1.0,1.0,1.0,1.0,0.88079,1.0,1.0,0.43625,1.0,1.0,0.54577,0.16598
Rv0654,1.0,1.0,1.0,1.0,1.0,0.41928999999999994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9584,1.0,0.93871,0.97864,1.0,1.0,0.9966200000000001,1.0,1.0,1.0,1.0,0.64286,1.0,1.0,1.0,1.0,0.24139000000000002,0.5433,1.0,1.0,1.0,1.0,1.0,0.99179,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.93509,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.89145,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv0655,1.0,1.0,1.0,1.0,1.0,0.56108,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6053,1.0,0.9789700000000001,1.0,1.0,1.0,0.93699,1.0,0.3741,0.59386,0.90856,0.8894200000000001,1.0,1.0,0.94786,0.86679,0.43675,1.0,0.02271,1.0,1.0,1.0,0.6402,1.0,1.0,1.0,0.8270700000000001,0.77099,1.0,1.0,1.0,1.0,0.43546,0.0114,1.0,1.0,0.69928,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8067,1.0,1.0,1.0,1.0
Rv0656c,1.0,1.0,1.0,1.0,1.0,0.47323999999999994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9183,1.0,1.0,1.0,0.13584000000000002,1.0,1.0,0.89279,1.0,1.0,0.9968600000000001,0.29635,0.57311,0.9656,1.0,1.0,1.0,0.9767600000000001,1.0,1.0,0.8409200000000001,1.0,1.0,1.0,1.0,0.9752700000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.54496,1.0,1.0,1.0,1.0
Rv0657c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.70937,0.94047,1.0,0.8507600000000001,1.0,1.0,0.98718,1.0,0.53394,1.0,0.36848000000000003,1.0,1.0,0.8292700000000001,0.40175,1.0,0.7931600000000001,0.46448999999999996,0.6529699999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9505100000000001,1.0,0.8323799999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.56061,1.0,1.0,1.0,0.8174899999999999
Rv0658c,1.0,1.0,1.0,0.95681,1.0,0.2793,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.87516,0.37135,0.536,0.9456100000000001,1.0,0.33739,0.8735,1.0,0.73293,1.0,0.01577,0.1298,1.0,1.0,0.57309,1.0,0.78095,0.87364,1.0,1.0,1.0,1.0,1.0,0.94439,1.0,1.0,0.7265699999999999,0.63472,1.0,1.0,1.0,1.0,1.0,0.96331,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv0659c,1.0,1.0,1.0,1.0,1.0,0.42208999999999997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94047,0.95285,1.0,1.0,1.0,1.0,1.0,0.21995,1.0,0.9650299999999999,0.49746,1.0,1.0,0.4691,1.0,0.76937,0.28917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9616299999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8145100000000001,1.0,1.0,0.70407,1.0,1.0,1.0,1.0
Rv0660c,1.0,1.0,1.0,1.0,1.0,0.47129,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.85926,0.94047,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6257699999999999,0.86179,1.0,0.85557,0.57067,1.0,0.26928,0.37256999999999996,0.75129,0.88708,1.0,1.0,1.0,0.7941,1.0,1.0,0.66647,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8776799999999999,1.0,1.0,0.62926,1.0,1.0,1.0,0.36888000000000004
Rv0661c,1.0,1.0,1.0,1.0,1.0,0.27792,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.90481,1.0,0.78751,0.9167200000000001,1.0,1.0,1.0,0.9412299999999999,0.82842,1.0,0.648,0.24811999999999998,1.0,0.85564,0.74832,1.0,1.0,1.0,1.0,0.59951,1.0,1.0,1.0,0.47903999999999997,0.8720399999999999,1.0,1.0,0.7792600000000001,1.0,1.0,1.0,0.96396,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.18980999999999998
Rv0662c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.87516,1.0,0.8270299999999999,1.0,1.0,1.0,0.9966200000000001,1.0,0.55819,1.0,0.73221,0.64213,1.0,0.44569,0.55998,1.0,1.0,0.8877,1.0,0.47155,1.0,1.0,1.0,0.8394299999999999,1.0,1.0,0.58338,0.72944,1.0,0.44919,1.0,1.0,1.0,0.72235,1.0,1.0,1.0,0.8026800000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.76374,1.0,1.0,1.0,1.0
Rv0663,1.0,1.0,1.0,1.0,1.0,0.47323999999999994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8225100000000001,1.0,1.0,1.0,1.0,0.8620399999999999,1.0,1.0,0.9741700000000001,1.0,0.51807,1.0,1.0,0.37218,1.0,1.0,0.77005,0.94744,1.0,1.0,1.0,1.0,0.56858,0.59082,0.76088,1.0,0.7494,0.41147,1.0,1.0,1.0,0.9905700000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.60127,1.0,1.0,1.0,1.0
Rv0664,1.0,1.0,1.0,1.0,1.0,0.55865,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.80985,1.0,1.0,0.9456100000000001,1.0,1.0,0.95465,1.0,0.98267,1.0,0.9650299999999999,0.66955,1.0,0.36404000000000003,0.3632,1.0,1.0,0.4349,0.15156,1.0,1.0,1.0,1.0,0.22875,0.7751100000000001,1.0,1.0,0.68438,1.0,1.0,1.0,0.7349,1.0,0.98411,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.64099,1.0,1.0,1.0,1.0
Rv0665,1.0,1.0,1.0,1.0,1.0,0.5775399999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.86867,0.96506,0.9390799999999999,1.0,1.0,0.9041799999999999,0.87571,1.0,0.99003,1.0,0.6251800000000001,0.62535,1.0,0.7322,0.57202,1.0,0.51964,0.7146600000000001,0.96634,1.0,1.0,1.0,1.0,0.5444,1.0,1.0,1.0,0.88634,1.0,1.0,1.0,0.9171600000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9072,1.0,1.0,0.94052,1.0,1.0,0.18517999999999998,1.0
Rv0666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv0667,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.27776999999999996,0.90386,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.78918,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.22471999999999998,0.14354
Rv0668,1.0,1.0,1.0,1.0,1.0,0.41968,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.72751,0.86261,1.0,0.96636,0.55815,1.0,0.74758,1.0,0.12095,0.24500999999999998,1.0,1.0,0.25209000000000004,1.0,0.04788,0.17615999999999998,1.0,1.0,1.0,1.0,1.0,0.83239,1.0,1.0,1.0,0.88371,1.0,1.0,1.0,0.27721999999999997,0.68353,0.49112,1.0,1.0,0.36077,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.70398,1.0,1.0,1.0,1.0
