Rv_ID,PE35_KO_vs_mbio_H37Rv,PPE68_KO_vs_mbio_H37Rv,Rv0950c_KO_vs_CB_WT,Rv0954_KO_vs_RJ_WT,Rv1096_KO_vs_CB_WT,Rv3005c_KO_day32_vs_dejesus_H37Rv_day32,Rv3594_KO_vs_Rubin_FLUTE_WT,Rv3684_KO_vs_CB_WT,Rv3717_KO_vs_Rubin_FLUTE_WT,Rv3811_KO_vs_Rubin_FLUTE_WT,bellerose_MB_HRZE_wk1_vs_bellerose_MB_d21_untreated,bellerose_MB_HRZE_wk1_vs_bellerose_MB_pretreatment,bellerose_MB_d21_untreated_vs_bellerose_MB_pretreatment,carey_621_vs_carey_rv,carey_630_vs_carey_rv,carey_631_vs_carey_rv,carey_632_vs_carey_rv,carey_641_vs_carey_rv,carey_662_vs_carey_rv,carey_663_vs_carey_rv,carey_667_vs_carey_rv,dejesus_H37Rv_day32_vs_dejesus_H37Rv_day0,dejesus_Rv0307c_day32_vs_dejesus_Rv0307c_day0,dejesus_Rv1432_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1432_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1432_day32_vs_dejesus_Rv1432_day0,dejesus_Rv1565c_day0_vs_dejesus_H37Rv_day0,dejesus_Rv1565c_day32_vs_dejesus_H37Rv_day32,dejesus_Rv1565c_day32_vs_dejesus_Rv1565c_day0,dejesus_Rv2680_day0_vs_dejesus_H37Rv_day0,dejesus_Rv2680_day32_vs_dejesus_H37Rv_day32,dejesus_Rv2680_day32_vs_dejesus_Rv2680_day0,dejesus_Rv3916c_day32_vs_dejesus_Rv3916c_day0,eccD1_KO_vs_mbio_H37Rv,espI_KO_vs_mbio_H37Rv,griffin_cholesterol_vs_griffin_glycerol,griffin_glycerol_vs_mbio_H37Rv,kieser_dPonA1_vs_mbio_H37Rv,korte_2016_otsa_trehalose_vs_korte_2016_otsa_7h9,marP_KO_vs_marP_WT,minato_minimal_plate_vs_minato_rich_plate,mishra_C3H_vs_mishra_B6,mishra_NOS2_vs_mishra_B6,mishra_NOS2_vs_mishra_C3H,nambi_2015_ctpC_vs_nambi_2015_wt,ritterhaus_hypoxia_H3_vs_ritterhaus_hypoxia_input,ritterhaus_hypoxia_H6_vs_ritterhaus_hypoxia_input,xu_emb_2.5_vs_xu_emb_0,xu_emb_3_vs_xu_emb_0,xu_inh_025_vs_xu_inh_0,xu_inh_02_vs_xu_inh_0,xu_mero_2.5_vs_xu_mero_0,xu_rif_4_vs_xu_rif_0,xu_van_16_vs_xu_van_0,zhang_AA_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_DETA-NO_pH_7.0_vs_zhang_pH_7.0_no_NO_control,zhang_Fe_1.5mM_vs_zhang_Fe_450uM,zhang_Trp_Rescue_vs_zhang_in_vitro_control_Rescue,zhang_Tyloxapol_pH_6.5_vs_zhang_Tyloxapol_pH_4.5,zhang_Tyloxapol_pH_6.5_vs_zhang_pcit_pH_4.5,zhang_mhcii_mouse_d10_vs_zhang_wt_mouse_d10,zhang_mhcii_mouse_d45_vs_zhang_wt_mouse_d45,zhang_wt_mouse_d10_vs_zhang_input_library,zhang_wt_mouse_d45_vs_zhang_input_library
Rv3585,1.0,1.0,1.0,1.0,1.0,0.43241999999999997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.80985,0.97526,0.95168,0.9498700000000001,1.0,1.0,0.98895,1.0,0.9529200000000001,1.0,0.81642,1.0,1.0,0.28397,0.8297100000000001,1.0,0.12791,0.36796999999999996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9752700000000001,1.0,0.98411,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9846,1.0
Rv3586,1.0,1.0,1.0,1.0,1.0,0.27466999999999997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.91633,1.0,1.0,1.0,1.0,1.0,0.9949399999999999,1.0,0.6466,1.0,0.55929,0.58812,1.0,0.47242,0.10842,1.0,0.17179,0.4629,0.07053999999999999,1.0,1.0,1.0,1.0,0.07162,0.76088,1.0,0.0,1.0,1.0,0.86979,1.0,0.28747,1.0,0.36482,1.0,0.8297200000000001,1.0,0.96121,1.0,1.0,0.33931,1.0,1.0,1.0,1.0,1.0,0.6884600000000001,1.0,1.0,1.0,0.57853
Rv3587c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98411,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.54577,0.34471999999999997
Rv3588c,1.0,1.0,0.9605600000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6199,0.1102,0.9958799999999999,1.0,1.0,1.0,0.69918,0.94332,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.41423999999999994,0.997,1.0,1.0,0.17592,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv3589,1.0,1.0,1.0,1.0,1.0,0.47323999999999994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9910899999999999,1.0,0.9872299999999999,0.94799,1.0,0.89107,1.0,1.0,1.0,1.0,0.13424,0.77756,1.0,0.44813000000000003,0.81866,1.0,0.67274,0.16030999999999998,0.010879999999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9295200000000001,0.85977,1.0,1.0,0.74002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8174899999999999
Rv3590c,1.0,1.0,1.0,1.0,1.0,0.39282,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.95949,1.0,1.0,1.0,1.0,1.0,0.76085,1.0,0.99915,1.0,0.22941,0.62535,1.0,1.0,0.6743600000000001,1.0,0.84403,0.88749,1.0,0.10217999999999999,1.0,1.0,1.0,0.01174,0.41215,1.0,1.0,0.57775,1.0,1.0,1.0,1.0,1.0,0.27723000000000003,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7996800000000001,1.0,1.0,1.0,1.0
Rv3591c,1.0,1.0,1.0,1.0,1.0,0.75672,1.0,1.0,0.66166,1.0,1.0,1.0,1.0,0.7601600000000001,1.0,1.0,0.60998,1.0,1.0,1.0,0.7007399999999999,1.0,1.0,0.08267000000000001,1.0,1.0,0.0266,0.15785,1.0,0.342,0.88295,1.0,0.7236,1.0,1.0,1.0,0.21796,1.0,1.0,1.0,0.8991899999999999,1.0,1.0,1.0,0.96659,1.0,0.30172,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.91871,1.0,1.0,1.0,0.23496999999999998
Rv3592,1.0,1.0,1.0,0.54324,1.0,0.60368,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9429200000000001,1.0,1.0,1.0,1.0,1.0,0.95142,1.0,1.0,1.0,0.04623,0.71782,1.0,0.85557,0.7492800000000001,1.0,0.27814,0.53328,1.0,1.0,1.0,1.0,1.0,0.48407,1.0,1.0,1.0,0.2038,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.88079,1.0,1.0,0.93861,1.0,1.0,1.0,0.92127
Rv3593,1.0,1.0,1.0,0.00831,1.0,1.0,1.0,1.0,0.78717,1.0,1.0,1.0,1.0,0.9885799999999999,0.9689399999999999,0.98903,0.016630000000000002,0.97231,0.61342,0.89933,1.0,0.6610199999999999,1.0,0.4577100000000001,1.0,1.0,0.85557,1.0,1.0,0.84403,1.0,0.50264,1.0,1.0,1.0,1.0,0.7509,0.78181,1.0,0.0,0.4431600000000001,1.0,1.0,1.0,0.9752700000000001,1.0,0.80919,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.70407,1.0,1.0,0.0261,0.0
Rv3594,1.0,1.0,1.0,1.0,1.0,0.47323999999999994,0.1824,1.0,1.0,1.0,1.0,1.0,1.0,0.87516,1.0,0.95575,1.0,1.0,1.0,1.0,1.0,0.01995,1.0,0.82914,0.21266,1.0,0.85557,0.15227000000000002,1.0,0.46706000000000003,0.06577000000000001,1.0,0.9950399999999999,1.0,1.0,1.0,0.8625200000000001,1.0,1.0,1.0,0.96578,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.66435,1.0,1.0,1.0,1.0,1.0,1.0,0.8174899999999999
Rv3595c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9946799999999999,1.0,0.79509,0.9814200000000001,1.0,1.0,0.9973200000000001,1.0,0.16530999999999998,1.0,0.7656,0.81202,1.0,0.5835199999999999,0.77965,1.0,1.0,0.50945,1.0,1.0,1.0,1.0,1.0,0.5314800000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.042319999999999997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.70407,1.0,1.0,1.0,0.23465999999999998
Rv3596c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.87516,1.0,1.0,0.9456100000000001,1.0,1.0,0.74941,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8174899999999999
Rv3597c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.27578,1.0,0.84325,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv3598c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9456100000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.27051,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9214899999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8174899999999999
Rv3599c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv3600c,1.0,1.0,1.0,1.0,1.0,0.27708,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8647100000000001,1.0,1.0,1.0,1.0,1.0,0.92784,1.0,0.0,1.0,0.18883,0.62907,1.0,1.0,0.0323,1.0,0.0,0.607,0.75149,1.0,1.0,1.0,1.0,0.73248,0.76088,1.0,0.35351,0.9547100000000001,1.0,0.70272,1.0,0.47471,0.0,0.0,1.0,0.8739100000000001,0.0,0.0,0.10305,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.24771999999999997,1.0,1.0,1.0,1.0
Rv3601c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9929100000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8398399999999999,0.92269,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.88279,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8174899999999999
Rv3602c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.74941,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv3603c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.76486,0.82204,0.78751,1.0,1.0,1.0,0.75407,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.47336999999999996,1.0,1.0,0.68725,0.83385,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8174899999999999
Rv3604c,0.42246999999999996,0.21764,1.0,0.42482,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9103,1.0,1.0,0.0,1.0,0.1064,0.87571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.44822,0.9600200000000001,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv3605c,1.0,1.0,1.0,1.0,1.0,0.47323999999999994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1026,1.0,0.92729,0.92171,1.0,0.83142,0.9183,1.0,0.10352,1.0,0.30841,0.7612300000000001,1.0,0.43281000000000003,0.7316600000000001,1.0,0.93115,0.63857,1.0,1.0,1.0,1.0,1.0,0.48,0.8897299999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.52251,1.0,1.0,1.0,1.0,1.0,1.0,0.5718,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv3606c,1.0,1.0,1.0,1.0,1.0,0.5265,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9671,1.0,0.96273,0.9456100000000001,1.0,1.0,0.9699,1.0,0.90766,1.0,0.92656,1.0,1.0,0.70449,0.41098999999999997,1.0,1.0,0.98977,1.0,1.0,1.0,1.0,1.0,0.94439,1.0,1.0,0.8200799999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.23342,1.0,1.0,1.0,1.0
Rv3607c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.64169,1.0,0.9159700000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.72139,1.0,1.0,0.85557,1.0,1.0,0.84403,1.0,0.76151,1.0,1.0,1.0,1.0,0.9229200000000001,0.9504799999999999,1.0,1.0,1.0,1.0,1.0,1.0,0.55029,1.0,0.2204,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.70407,1.0,1.0,1.0,0.9986
Rv3608c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9689399999999999,0.95944,1.0,1.0,0.9348200000000001,0.9113399999999999,1.0,1.0,1.0,0.8145899999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9924200000000001,0.9522700000000001,1.0,1.0,1.0,1.0,1.0,1.0,0.9752700000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv3609c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94015,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.76088,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv3610c,1.0,1.0,1.0,1.0,1.0,0.57362,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.77008,0.93885,0.61833,0.70387,1.0,0.47922,1.0,1.0,0.9916299999999999,0.0532,0.9024399999999999,0.86179,1.0,0.08157,0.40323000000000003,1.0,0.98334,0.85703,1.0,1.0,1.0,1.0,1.0,0.52862,1.0,1.0,0.8409200000000001,0.0050799999999999994,1.0,1.0,1.0,0.9461200000000001,1.0,0.19152,1.0,0.82286,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.04003
Rv3611,1.0,1.0,1.0,1.0,1.0,0.4661,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.39311999999999997,1.0,0.9304399999999999,0.60998,1.0,1.0,0.92784,1.0,0.6274,1.0,0.18883,1.0,1.0,0.85557,0.48958,1.0,0.5413100000000001,1.0,1.0,1.0,1.0,1.0,1.0,0.49815,1.0,1.0,1.0,0.95904,1.0,1.0,1.0,1.0,1.0,0.98411,1.0,1.0,0.93296,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96429,1.0,1.0,1.0,1.0
Rv3612c,1.0,1.0,1.0,1.0,1.0,0.37518,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7949,0.70292,1.0,0.70608,1.0,1.0,0.9966200000000001,1.0,0.94532,1.0,0.75858,0.92906,1.0,0.7592300000000001,0.37936,1.0,0.09975,1.0,0.96634,1.0,1.0,1.0,1.0,0.034319999999999996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.85513,1.0,1.0,0.12825999999999999,0.4180100000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.70407,0.8987200000000001,1.0,0.9819,1.0
Rv3613c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv3614c,1.0,1.0,1.0,1.0,1.0,0.69104,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.80985,0.6137600000000001,0.8666200000000001,0.5816399999999999,1.0,0.78015,0.9183,1.0,0.055760000000000004,1.0,0.4389,0.40005999999999997,1.0,0.99397,0.89669,0.36273,0.84403,1.0,0.6529699999999999,0.63376,1.0,1.0,1.0,0.9711200000000001,1.0,1.0,0.23765999999999998,1.0,0.6204,1.0,1.0,1.0,1.0,0.6403800000000001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.70407,1.0,1.0,1.0,0.92364
Rv3615c,1.0,1.0,1.0,1.0,1.0,0.5048199999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.54418,0.9040100000000001,0.9497399999999999,0.8507600000000001,0.83139,0.09134,0.28673000000000004,0.8433,1.0,1.0,0.36161,0.62535,0.77979,1.0,0.78663,0.35076999999999997,0.5390699999999999,0.42641,0.00443,1.0,1.0,1.0,0.665,0.4921,0.93485,1.0,0.53942,1.0,1.0,1.0,1.0,0.73027,1.0,0.78772,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.50379,1.0,1.0,0.68297,1.0,1.0,1.0,0.01014
Rv3616c,1.0,1.0,1.0,1.0,1.0,0.39011,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.37208,0.025330000000000002,0.2654,0.09826,1.0,0.34381999999999996,0.27275,1.0,0.0,1.0,0.67635,1.0,0.41425,0.32156,0.5676100000000001,0.0342,0.84696,0.86044,0.45387,1.0,1.0,1.0,1.0,0.90007,1.0,1.0,1.0,1.0,0.513,1.0,0.133,0.14808,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9729700000000001,1.0,1.0,0.93771,1.0,1.0,0.08922000000000001,0.0
Rv3617,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9593299999999999,1.0,0.9789700000000001,1.0,1.0,1.0,0.9183,0.45397,0.24241,1.0,0.59372,0.81694,1.0,0.99498,0.19422999999999999,1.0,0.73451,0.22086999999999998,1.0,0.61128,1.0,1.0,1.0,0.07932,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.62261,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.50379,1.0,1.0,0.45953,1.0,1.0,1.0,1.0
Rv3618,1.0,1.0,1.0,1.0,1.0,0.13716,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9364,0.94121,0.95168,0.9456100000000001,1.0,0.48778,0.9966200000000001,1.0,1.0,1.0,0.5567300000000001,0.78018,1.0,0.11295,0.02547,1.0,0.83694,0.1975,0.6529699999999999,1.0,1.0,1.0,1.0,0.6078899999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9505100000000001,1.0,0.98411,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.73009,1.0,1.0,0.40663,1.0,1.0,1.0,1.0
Rv3619c,1.0,1.0,1.0,1.0,1.0,0.47323999999999994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.94027,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.28131,1.0,0.6360899999999999,0.50032,1.0,0.07222,0.0411,1.0,1.0,0.12794,0.95631,1.0,1.0,1.0,1.0,0.8398399999999999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6015199999999999,1.0,1.0,1.0,1.0
Rv3620c,1.0,1.0,1.0,0.8435600000000001,1.0,0.41757,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.72514,1.0,0.6655,1.0,1.0,0.8996,0.9671,1.0,1.0,1.0,0.38329,0.6479199999999999,1.0,0.8583,0.71729,1.0,0.83339,0.83636,1.0,1.0,1.0,1.0,1.0,0.9807100000000001,1.0,1.0,1.0,0.99829,1.0,1.0,1.0,1.0,1.0,0.923,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv3621c,1.0,1.0,1.0,1.0,1.0,0.13716,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.68093,1.0,0.95168,0.98325,1.0,1.0,0.70953,1.0,0.5537,1.0,1.0,0.15644,1.0,1.0,0.42565,1.0,1.0,0.7882399999999999,0.98514,1.0,1.0,1.0,1.0,0.98126,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv3622c,1.0,1.0,1.0,1.0,1.0,0.3331,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9707399999999999,0.9759200000000001,1.0,1.0,1.0,0.84729,1.0,1.0,1.0,0.014719999999999999,0.044719999999999996,1.0,0.47662,0.62947,1.0,1.0,0.4349,0.37029,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.93304,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98725,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv3623,1.0,1.0,1.0,1.0,1.0,0.46988,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14662999999999998,1.0,1.0,1.0,1.0,0.9348200000000001,0.9819399999999999,1.0,1.0,1.0,0.00243,0.20661,0.80758,1.0,0.5381,1.0,0.8976700000000001,0.97695,1.0,1.0,1.0,1.0,1.0,0.50162,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9145200000000001,1.0,1.0,1.0,1.0
Rv3624c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.89675,1.0,1.0,1.0,1.0,1.0,0.9966200000000001,1.0,1.0,1.0,0.4577100000000001,0.86179,1.0,0.85557,0.8322,1.0,0.84403,0.8743700000000001,1.0,1.0,1.0,1.0,1.0,0.97164,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9752700000000001,1.0,0.70244,1.0,1.0,0.66347,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8174899999999999
Rv3625c,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rv3626c,1.0,1.0,1.0,1.0,1.0,0.47323999999999994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.76268,0.78751,1.0,1.0,1.0,1.0,1.0,0.9629200000000001,1.0,0.52937,0.8105899999999999,1.0,0.65889,0.56812,1.0,0.01247,0.57122,0.77594,1.0,1.0,1.0,1.0,0.61317,1.0,1.0,1.0,0.8855299999999999,1.0,1.0,1.0,1.0,1.0,0.98411,1.0,1.0,0.93143,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.70407,1.0,1.0,1.0,0.70643
