Rv_ID,sanger_level_II
Rv1912c,I.A - Degradation
Rv1925,I.A - Degradation
Rv1933c,I.A - Degradation
Rv1934c,I.A - Degradation
Rv1935c,I.A - Degradation
Rv2187,I.A - Degradation
Rv2202c,I.A - Degradation
Rv2321c,I.A - Degradation
Rv2322c,I.A - Degradation
Rv2368c,I.A - Degradation
Rv2486,I.A - Degradation
Rv2500c,I.A - Degradation
Rv2501c,I.A - Degradation
Rv2502c,I.A - Degradation
Rv2503c,I.A - Degradation
Rv2504c,I.A - Degradation
Rv2505c,I.A - Degradation
Rv2531c,I.A - Degradation
Rv2590,I.A - Degradation
Rv2679,I.A - Degradation
Rv2702,I.A - Degradation
Rv2724c,I.A - Degradation
Rv2780,I.A - Degradation
Rv2789c,I.A - Degradation
Rv2831,I.A - Degradation
Rv2913c,I.A - Degradation
Rv2930,I.A - Degradation
Rv2941,I.A - Degradation
Rv2948c,I.A - Degradation
Rv2950c,I.A - Degradation
Rv2984,I.A - Degradation
Rv3039c,I.A - Degradation
Rv3061c,I.A - Degradation
Rv3068c,I.A - Degradation
Rv3089,I.A - Degradation
Rv3139,I.A - Degradation
Rv3140,I.A - Degradation
Rv3141,I.A - Degradation
Rv3255c,I.A - Degradation
Rv3257c,I.A - Degradation
Rv3274c,I.A - Degradation
Rv3308,I.A - Degradation
Rv3373,I.A - Degradation
Rv3374,I.A - Degradation
Rv3409c,I.A - Degradation
Rv3441c,I.A - Degradation
Rv3504,I.A - Degradation
Rv3505,I.A - Degradation
Rv3506,I.A - Degradation
Rv3513c,I.A - Degradation
Rv3515c,I.A - Degradation
Rv3516,I.A - Degradation
Rv3543c,I.A - Degradation
Rv3544c,I.A - Degradation
Rv3546,I.A - Degradation
Rv3550,I.A - Degradation
Rv3551,I.A - Degradation
Rv3556c,I.A - Degradation
Rv3560c,I.A - Degradation
Rv3561,I.A - Degradation
Rv3562,I.A - Degradation
Rv3563,I.A - Degradation
Rv3564,I.A - Degradation
Rv3573c,I.A - Degradation
Rv3628,I.A - Degradation
Rv3667,I.A - Degradation
Rv3696c,I.A - Degradation
Rv3761c,I.A - Degradation
Rv3774,I.A - Degradation
Rv3797,I.A - Degradation
Rv3801c,I.A - Degradation
Rv3826,I.A - Degradation
Rv0044c,I.B - Energy Metabolism
Rv0063,I.B - Energy Metabolism
Rv0066c,I.B - Energy Metabolism
Rv0068,I.B - Energy Metabolism
Rv0077c,I.B - Energy Metabolism
Rv0082,I.B - Energy Metabolism
Rv0083,I.B - Energy Metabolism
Rv0084,I.B - Energy Metabolism
Rv0085,I.B - Energy Metabolism
Rv0086,I.B - Energy Metabolism
Rv0087,I.B - Energy Metabolism
Rv0132c,I.B - Energy Metabolism
Rv0137c,I.B - Energy Metabolism
Rv0139,I.B - Energy Metabolism
Rv0147,I.B - Energy Metabolism
Rv0148,I.B - Energy Metabolism
Rv0149,I.B - Energy Metabolism
Rv0161,I.B - Energy Metabolism
Rv0162c,I.B - Energy Metabolism
Rv0163,I.B - Energy Metabolism
Rv0183,I.B - Energy Metabolism
Rv0218,I.B - Energy Metabolism
Rv0223c,I.B - Energy Metabolism
Rv0245,I.B - Energy Metabolism
Rv0247c,I.B - Energy Metabolism
Rv0248c,I.B - Energy Metabolism
Rv0252,I.B - Energy Metabolism
Rv0253,I.B - Energy Metabolism
Rv0303,I.B - Energy Metabolism
Rv0331,I.B - Energy Metabolism
Rv0363c,I.B - Energy Metabolism
Rv0369c,I.B - Energy Metabolism
Rv0370c,I.B - Energy Metabolism
Rv0373c,I.B - Energy Metabolism
Rv0374c,I.B - Energy Metabolism
Rv0375c,I.B - Energy Metabolism
Rv0385,I.B - Energy Metabolism
Rv0392c,I.B - Energy Metabolism
Rv0409,I.B - Energy Metabolism
Rv0439c,I.B - Energy Metabolism
Rv0449c,I.B - Energy Metabolism
Rv0458,I.B - Energy Metabolism
Rv0462,I.B - Energy Metabolism
Rv0467,I.B - Energy Metabolism
Rv0484c,I.B - Energy Metabolism
Rv0489,I.B - Energy Metabolism
Rv0492c,I.B - Energy Metabolism
Rv0527,I.B - Energy Metabolism
Rv0529,I.B - Energy Metabolism
Rv0547c,I.B - Energy Metabolism
Rv0561c,I.B - Energy Metabolism
Rv0565c,I.B - Energy Metabolism
Rv0575c,I.B - Energy Metabolism
Rv0610c,I.B - Energy Metabolism
Rv0654,I.B - Energy Metabolism
Rv0656c,I.B - Energy Metabolism
Rv0687,I.B - Energy Metabolism
Rv0688,I.B - Energy Metabolism
Rv0694,I.B - Energy Metabolism
Rv0697,I.B - Energy Metabolism
Rv0728c,I.B - Energy Metabolism
Rv0761c,I.B - Energy Metabolism
Rv0765c,I.B - Energy Metabolism
Rv0768,I.B - Energy Metabolism
Rv0769,I.B - Energy Metabolism
Rv0770,I.B - Energy Metabolism
Rv0785,I.B - Energy Metabolism
Rv0791c,I.B - Energy Metabolism
Rv0794c,I.B - Energy Metabolism
Rv0843,I.B - Energy Metabolism
Rv0846c,I.B - Energy Metabolism
Rv0851c,I.B - Energy Metabolism
Rv0853c,I.B - Energy Metabolism
Rv0886,I.B - Energy Metabolism
Rv0889c,I.B - Energy Metabolism
Rv0892,I.B - Energy Metabolism
Rv0896,I.B - Energy Metabolism
Rv0897c,I.B - Energy Metabolism
Rv0913c,I.B - Energy Metabolism
Rv0927c,I.B - Energy Metabolism
Rv0940c,I.B - Energy Metabolism
Rv0943c,I.B - Energy Metabolism
Rv0945,I.B - Energy Metabolism
Rv0946c,I.B - Energy Metabolism
Rv0951,I.B - Energy Metabolism
Rv0952,I.B - Energy Metabolism
Rv0953c,I.B - Energy Metabolism
Rv1023,I.B - Energy Metabolism
Rv1050,I.B - Energy Metabolism
Rv1098c,I.B - Energy Metabolism
Rv1106c,I.B - Energy Metabolism
Rv1121,I.B - Energy Metabolism
Rv1122,I.B - Energy Metabolism
Rv1131,I.B - Energy Metabolism
Rv1144,I.B - Energy Metabolism
Rv1161,I.B - Energy Metabolism
Rv1162,I.B - Energy Metabolism
Rv1163,I.B - Energy Metabolism
Rv1164,I.B - Energy Metabolism
Rv1177,I.B - Energy Metabolism
Rv1188,I.B - Energy Metabolism
Rv1240,I.B - Energy Metabolism
Rv1245c,I.B - Energy Metabolism
Rv1248c,I.B - Energy Metabolism
Rv1257c,I.B - Energy Metabolism
Rv1260,I.B - Energy Metabolism
Rv1279,I.B - Energy Metabolism
Rv1304,I.B - Energy Metabolism
Rv1305,I.B - Energy Metabolism
Rv1306,I.B - Energy Metabolism
Rv1307,I.B - Energy Metabolism
Rv1308,I.B - Energy Metabolism
Rv1309,I.B - Energy Metabolism
Rv1310,I.B - Energy Metabolism
Rv1311,I.B - Energy Metabolism
Rv1391,I.B - Energy Metabolism
Rv1393c,I.B - Energy Metabolism
Rv1408,I.B - Energy Metabolism
Rv1432,I.B - Energy Metabolism
Rv1436,I.B - Energy Metabolism
Rv1437,I.B - Energy Metabolism
Rv1438,I.B - Energy Metabolism
Rv1445c,I.B - Energy Metabolism
Rv1446c,I.B - Energy Metabolism
Rv1447c,I.B - Energy Metabolism
Rv1448c,I.B - Energy Metabolism
Rv1449c,I.B - Energy Metabolism
Rv1451,I.B - Energy Metabolism
Rv1454c,I.B - Energy Metabolism
Rv1475c,I.B - Energy Metabolism
Rv1530,I.B - Energy Metabolism
Rv1533,I.B - Energy Metabolism
Rv1542c,I.B - Energy Metabolism
Rv1552,I.B - Energy Metabolism
Rv1553,I.B - Energy Metabolism
Rv1554,I.B - Energy Metabolism
Rv1555,I.B - Energy Metabolism
Rv1617,I.B - Energy Metabolism
Rv1620c,I.B - Energy Metabolism
Rv1621c,I.B - Energy Metabolism
Rv1622c,I.B - Energy Metabolism
Rv1623c,I.B - Energy Metabolism
Rv1714,I.B - Energy Metabolism
Rv1726,I.B - Energy Metabolism
Rv1736c,I.B - Energy Metabolism
Rv1751,I.B - Energy Metabolism
Rv1771,I.B - Energy Metabolism
Rv1774,I.B - Energy Metabolism
Rv1786,I.B - Energy Metabolism
Rv1812c,I.B - Energy Metabolism
Rv1817,I.B - Energy Metabolism
Rv1837c,I.B - Energy Metabolism
Rv1844c,I.B - Energy Metabolism
Rv1854c,I.B - Energy Metabolism
Rv1855c,I.B - Energy Metabolism
Rv1856c,I.B - Energy Metabolism
Rv1862,I.B - Energy Metabolism
Rv1865c,I.B - Energy Metabolism
Rv1869c,I.B - Energy Metabolism
Rv1872c,I.B - Energy Metabolism
Rv1882c,I.B - Energy Metabolism
Rv1894c,I.B - Energy Metabolism
Rv1895,I.B - Energy Metabolism
Rv1915,I.B - Energy Metabolism
Rv1916,I.B - Energy Metabolism
Rv1928c,I.B - Energy Metabolism
Rv1936,I.B - Energy Metabolism
Rv1937,I.B - Energy Metabolism
Rv1939,I.B - Energy Metabolism
Rv1941,I.B - Energy Metabolism
Rv2007c,I.B - Energy Metabolism
Rv2029c,I.B - Energy Metabolism
Rv2073c,I.B - Energy Metabolism
Rv2129c,I.B - Energy Metabolism
Rv2161c,I.B - Energy Metabolism
Rv2193,I.B - Energy Metabolism
Rv2194,I.B - Energy Metabolism
Rv2195,I.B - Energy Metabolism
Rv2196,I.B - Energy Metabolism
Rv2200c,I.B - Energy Metabolism
Rv2215,I.B - Energy Metabolism
Rv2241,I.B - Energy Metabolism
Rv2249c,I.B - Energy Metabolism
Rv2259,I.B - Energy Metabolism
Rv2263,I.B - Energy Metabolism
Rv2280,I.B - Energy Metabolism
Rv2332,I.B - Energy Metabolism
Rv2391,I.B - Energy Metabolism
Rv2392,I.B - Energy Metabolism
Rv2419c,I.B - Energy Metabolism
Rv2436,I.B - Energy Metabolism
Rv2454c,I.B - Energy Metabolism
Rv2455c,I.B - Energy Metabolism
Rv2465c,I.B - Energy Metabolism
Rv2470,I.B - Energy Metabolism
Rv2495c,I.B - Energy Metabolism
Rv2496c,I.B - Energy Metabolism
Rv2497c,I.B - Energy Metabolism
Rv2498c,I.B - Energy Metabolism
Rv2499c,I.B - Energy Metabolism
Rv2509,I.B - Energy Metabolism
Rv2713,I.B - Energy Metabolism
Rv2750,I.B - Energy Metabolism
Rv2776c,I.B - Energy Metabolism
Rv2781c,I.B - Energy Metabolism
Rv2857c,I.B - Energy Metabolism
Rv2858c,I.B - Energy Metabolism
Rv2893,I.B - Energy Metabolism
Rv2899c,I.B - Energy Metabolism
Rv2900c,I.B - Energy Metabolism
Rv2951c,I.B - Energy Metabolism
Rv2967c,I.B - Energy Metabolism
Rv2971,I.B - Energy Metabolism
Rv2997,I.B - Energy Metabolism
Rv3010c,I.B - Energy Metabolism
Rv3028c,I.B - Energy Metabolism
Rv3029c,I.B - Energy Metabolism
Rv3043c,I.B - Energy Metabolism
Rv3045,I.B - Energy Metabolism
Rv3049c,I.B - Energy Metabolism
Rv3057c,I.B - Energy Metabolism
Rv3072c,I.B - Energy Metabolism
Rv3079c,I.B - Energy Metabolism
Rv3083,I.B - Energy Metabolism
Rv3085,I.B - Energy Metabolism
Rv3086,I.B - Energy Metabolism
Rv3106,I.B - Energy Metabolism
Rv3107c,I.B - Energy Metabolism
Rv3138,I.B - Energy Metabolism
Rv3145,I.B - Energy Metabolism
Rv3146,I.B - Energy Metabolism
Rv3147,I.B - Energy Metabolism
Rv3148,I.B - Energy Metabolism
Rv3149,I.B - Energy Metabolism
Rv3150,I.B - Energy Metabolism
Rv3151,I.B - Energy Metabolism
Rv3152,I.B - Energy Metabolism
Rv3153,I.B - Energy Metabolism
Rv3154,I.B - Energy Metabolism
Rv3155,I.B - Energy Metabolism
Rv3156,I.B - Energy Metabolism
Rv3157,I.B - Energy Metabolism
Rv3158,I.B - Energy Metabolism
Rv3161c,I.B - Energy Metabolism
Rv3170,I.B - Energy Metabolism
Rv3174,I.B - Energy Metabolism
Rv3224,I.B - Energy Metabolism
Rv3230c,I.B - Energy Metabolism
Rv3250c,I.B - Energy Metabolism
Rv3251c,I.B - Energy Metabolism
Rv3252c,I.B - Energy Metabolism
Rv3254,I.B - Energy Metabolism
Rv3293,I.B - Energy Metabolism
Rv3302c,I.B - Energy Metabolism
Rv3303c,I.B - Energy Metabolism
Rv3316,I.B - Energy Metabolism
Rv3317,I.B - Energy Metabolism
Rv3318,I.B - Energy Metabolism
Rv3319,I.B - Energy Metabolism
Rv3323c,I.B - Energy Metabolism
Rv3339c,I.B - Energy Metabolism
Rv3352c,I.B - Energy Metabolism
Rv3359,I.B - Energy Metabolism
Rv3389c,I.B - Energy Metabolism
Rv3406,I.B - Energy Metabolism
Rv3485c,I.B - Energy Metabolism
Rv3502c,I.B - Energy Metabolism
Rv3503c,I.B - Energy Metabolism
Rv3526,I.B - Energy Metabolism
Rv3535c,I.B - Energy Metabolism
Rv3537,I.B - Energy Metabolism
Rv3548c,I.B - Energy Metabolism
Rv3549c,I.B - Energy Metabolism
Rv3553,I.B - Energy Metabolism
Rv3554,I.B - Energy Metabolism
Rv3559c,I.B - Energy Metabolism
Rv3568c,I.B - Energy Metabolism
Rv3570c,I.B - Energy Metabolism
Rv3571,I.B - Energy Metabolism
Rv3618,I.B - Energy Metabolism
Rv3673c,I.B - Energy Metabolism
Rv3725,I.B - Energy Metabolism
Rv3726,I.B - Energy Metabolism
Rv3727,I.B - Energy Metabolism
Rv3741c,I.B - Energy Metabolism
Rv3742c,I.B - Energy Metabolism
Rv3777,I.B - Energy Metabolism
Rv3790,I.B - Energy Metabolism
Rv3791,I.B - Energy Metabolism
Rv3829c,I.B - Energy Metabolism
Rv3837c,I.B - Energy Metabolism
Rv3854c,I.B - Energy Metabolism
Rv0062,II.B - Degradation of macromolecules
Rv0125,II.B - Degradation of macromolecules
Rv0198c,II.B - Degradation of macromolecules
Rv0217c,II.B - Degradation of macromolecules
Rv0220,II.B - Degradation of macromolecules
Rv0315,II.B - Degradation of macromolecules
Rv0316,II.B - Degradation of macromolecules
Rv0319,II.B - Degradation of macromolecules
Rv0457c,II.B - Degradation of macromolecules
Rv0646c,II.B - Degradation of macromolecules
Rv0670,II.B - Degradation of macromolecules
Rv0724,II.B - Degradation of macromolecules
Rv0734,II.B - Degradation of macromolecules
Rv0771,II.B - Degradation of macromolecules
Rv0781,II.B - Degradation of macromolecules
Rv0782,II.B - Degradation of macromolecules
Rv0800,II.B - Degradation of macromolecules
Rv0840c,II.B - Degradation of macromolecules
Rv0939,II.B - Degradation of macromolecules
Rv0983,II.B - Degradation of macromolecules
Rv1014c,II.B - Degradation of macromolecules
Rv1076,II.B - Degradation of macromolecules
Rv1090,II.B - Degradation of macromolecules
Rv1104,II.B - Degradation of macromolecules
Rv1105,II.B - Degradation of macromolecules
Rv1107c,II.B - Degradation of macromolecules
Rv1108c,II.B - Degradation of macromolecules
Rv1223,II.B - Degradation of macromolecules
Rv1327c,II.B - Degradation of macromolecules
Rv1333,II.B - Degradation of macromolecules
Rv1340,II.B - Degradation of macromolecules
Rv1399c,II.B - Degradation of macromolecules
Rv1400c,II.B - Degradation of macromolecules
Rv1426c,II.B - Degradation of macromolecules
Rv1497,II.B - Degradation of macromolecules
Rv1723,II.B - Degradation of macromolecules
Rv1755c,II.B - Degradation of macromolecules
Rv1900c,II.B - Degradation of macromolecules
Rv1923,II.B - Degradation of macromolecules
Rv1977,II.B - Degradation of macromolecules
Rv2045c,II.B - Degradation of macromolecules
Rv2089c,II.B - Degradation of macromolecules
Rv2109c,II.B - Degradation of macromolecules
Rv2110c,II.B - Degradation of macromolecules
Rv2213,II.B - Degradation of macromolecules
Rv2284,II.B - Degradation of macromolecules
Rv2349c,II.B - Degradation of macromolecules
Rv2350c,II.B - Degradation of macromolecules
Rv2351c,II.B - Degradation of macromolecules
Rv2385,II.B - Degradation of macromolecules
Rv2444c,II.B - Degradation of macromolecules
Rv2457c,II.B - Degradation of macromolecules
Rv2460c,II.B - Degradation of macromolecules
Rv2461c,II.B - Degradation of macromolecules
Rv2463,II.B - Degradation of macromolecules
Rv2467,II.B - Degradation of macromolecules
Rv2485c,II.B - Degradation of macromolecules
Rv2535c,II.B - Degradation of macromolecules
Rv2667,II.B - Degradation of macromolecules
Rv2715,II.B - Degradation of macromolecules
Rv2725c,II.B - Degradation of macromolecules
Rv2782c,II.B - Degradation of macromolecules
Rv2861c,II.B - Degradation of macromolecules
Rv2902c,II.B - Degradation of macromolecules
Rv2925c,II.B - Degradation of macromolecules
Rv2970c,II.B - Degradation of macromolecules
Rv3084,II.B - Degradation of macromolecules
Rv3176c,II.B - Degradation of macromolecules
Rv3203,II.B - Degradation of macromolecules
Rv3305c,II.B - Degradation of macromolecules
Rv3306c,II.B - Degradation of macromolecules
Rv3419c,II.B - Degradation of macromolecules
Rv3463,II.B - Degradation of macromolecules
Rv3469c,II.B - Degradation of macromolecules
Rv3487c,II.B - Degradation of macromolecules
Rv3530c,II.B - Degradation of macromolecules
Rv3534c,II.B - Degradation of macromolecules
Rv3536c,II.B - Degradation of macromolecules
Rv3596c,II.B - Degradation of macromolecules
Rv3668c,II.B - Degradation of macromolecules
Rv3671c,II.B - Degradation of macromolecules
Rv3717,II.B - Degradation of macromolecules
Rv3775,II.B - Degradation of macromolecules
Rv3883c,II.B - Degradation of macromolecules
Rv3886c,II.B - Degradation of macromolecules
Rv3915,II.B - Degradation of macromolecules
Rv3923c,II.B - Degradation of macromolecules
Rv0069c,I.C - Central intermediary metabolism
Rv0155,I.C - Central intermediary metabolism
Rv0156,I.C - Central intermediary metabolism
Rv0157,I.C - Central intermediary metabolism
Rv0211,I.C - Central intermediary metabolism
Rv0296c,I.C - Central intermediary metabolism
Rv0317c,I.C - Central intermediary metabolism
Rv0322,I.C - Central intermediary metabolism
Rv0334,I.C - Central intermediary metabolism
Rv0663,I.C - Central intermediary metabolism
Rv0711,I.C - Central intermediary metabolism
Rv0814c,I.C - Central intermediary metabolism
Rv1127c,I.C - Central intermediary metabolism
Rv1213,I.C - Central intermediary metabolism
Rv1285,I.C - Central intermediary metabolism
Rv1286,I.C - Central intermediary metabolism
Rv1511,I.C - Central intermediary metabolism
Rv1512,I.C - Central intermediary metabolism
Rv1525,I.C - Central intermediary metabolism
Rv1826,I.C - Central intermediary metabolism
Rv1832,I.C - Central intermediary metabolism
Rv2131c,I.C - Central intermediary metabolism
Rv2211c,I.C - Central intermediary metabolism
Rv2291,I.C - Central intermediary metabolism
Rv2589,I.C - Central intermediary metabolism
Rv3077,I.C - Central intermediary metabolism
Rv3118,I.C - Central intermediary metabolism
Rv3248c,I.C - Central intermediary metabolism
Rv3264c,I.C - Central intermediary metabolism
Rv3265c,I.C - Central intermediary metabolism
Rv3266c,I.C - Central intermediary metabolism
Rv3283,I.C - Central intermediary metabolism
Rv3299c,I.C - Central intermediary metabolism
Rv3400,I.C - Central intermediary metabolism
Rv3432c,I.C - Central intermediary metabolism
Rv3436c,I.C - Central intermediary metabolism
Rv3464,I.C - Central intermediary metabolism
Rv3465,I.C - Central intermediary metabolism
Rv3468c,I.C - Central intermediary metabolism
Rv3566c,I.C - Central intermediary metabolism
Rv3634c,I.C - Central intermediary metabolism
Rv3762c,I.C - Central intermediary metabolism
Rv3784,I.C - Central intermediary metabolism
Rv3796,I.C - Central intermediary metabolism
Rv3842c,I.C - Central intermediary metabolism
Rv0070c,I.D - Amino acid biosynthesis
Rv0114,I.D - Amino acid biosynthesis
Rv0189c,I.D - Amino acid biosynthesis
Rv0337c,I.D - Amino acid biosynthesis
Rv0391,I.D - Amino acid biosynthesis
Rv0500,I.D - Amino acid biosynthesis
Rv0505c,I.D - Amino acid biosynthesis
Rv0511,I.D - Amino acid biosynthesis
Rv0815c,I.D - Amino acid biosynthesis
Rv0848,I.D - Amino acid biosynthesis
Rv0884c,I.D - Amino acid biosynthesis
Rv1077,I.D - Amino acid biosynthesis
Rv1079,I.D - Amino acid biosynthesis
Rv1093,I.D - Amino acid biosynthesis
Rv1133c,I.D - Amino acid biosynthesis
Rv1202,I.D - Amino acid biosynthesis
Rv1293,I.D - Amino acid biosynthesis
Rv1294,I.D - Amino acid biosynthesis
Rv1295,I.D - Amino acid biosynthesis
Rv1296,I.D - Amino acid biosynthesis
Rv1336,I.D - Amino acid biosynthesis
Rv1392,I.D - Amino acid biosynthesis
Rv1559,I.D - Amino acid biosynthesis
Rv1599,I.D - Amino acid biosynthesis
Rv1600,I.D - Amino acid biosynthesis
Rv1601,I.D - Amino acid biosynthesis
Rv1602,I.D - Amino acid biosynthesis
Rv1603,I.D - Amino acid biosynthesis
Rv1605,I.D - Amino acid biosynthesis
Rv1606,I.D - Amino acid biosynthesis
Rv1609,I.D - Amino acid biosynthesis
Rv1611,I.D - Amino acid biosynthesis
Rv1612,I.D - Amino acid biosynthesis
Rv1613,I.D - Amino acid biosynthesis
Rv1652,I.D - Amino acid biosynthesis
Rv1653,I.D - Amino acid biosynthesis
Rv1654,I.D - Amino acid biosynthesis
Rv1655,I.D - Amino acid biosynthesis
Rv1656,I.D - Amino acid biosynthesis
Rv1658,I.D - Amino acid biosynthesis
Rv1659,I.D - Amino acid biosynthesis
Rv1820,I.D - Amino acid biosynthesis
Rv1878,I.D - Amino acid biosynthesis
Rv2121c,I.D - Amino acid biosynthesis
Rv2122c,I.D - Amino acid biosynthesis
Rv2124c,I.D - Amino acid biosynthesis
Rv2141c,I.D - Amino acid biosynthesis
Rv2178c,I.D - Amino acid biosynthesis
Rv2192c,I.D - Amino acid biosynthesis
Rv2201,I.D - Amino acid biosynthesis
Rv2210c,I.D - Amino acid biosynthesis
Rv2220,I.D - Amino acid biosynthesis
Rv2221c,I.D - Amino acid biosynthesis
Rv2222c,I.D - Amino acid biosynthesis
Rv2334,I.D - Amino acid biosynthesis
Rv2335,I.D - Amino acid biosynthesis
Rv2386c,I.D - Amino acid biosynthesis
Rv2427c,I.D - Amino acid biosynthesis
Rv2439c,I.D - Amino acid biosynthesis
Rv2537c,I.D - Amino acid biosynthesis
Rv2538c,I.D - Amino acid biosynthesis
Rv2539c,I.D - Amino acid biosynthesis
Rv2540c,I.D - Amino acid biosynthesis
Rv2552c,I.D - Amino acid biosynthesis
Rv2726c,I.D - Amino acid biosynthesis
Rv2753c,I.D - Amino acid biosynthesis
Rv2773c,I.D - Amino acid biosynthesis
Rv2847c,I.D - Amino acid biosynthesis
Rv2860c,I.D - Amino acid biosynthesis
Rv2918c,I.D - Amino acid biosynthesis
Rv2987c,I.D - Amino acid biosynthesis
Rv2988c,I.D - Amino acid biosynthesis
Rv2995c,I.D - Amino acid biosynthesis
Rv2996c,I.D - Amino acid biosynthesis
Rv3001c,I.D - Amino acid biosynthesis
Rv3002c,I.D - Amino acid biosynthesis
Rv3003c,I.D - Amino acid biosynthesis
Rv3042c,I.D - Amino acid biosynthesis
Rv3117,I.D - Amino acid biosynthesis
Rv3227,I.D - Amino acid biosynthesis
Rv3340,I.D - Amino acid biosynthesis
Rv3341,I.D - Amino acid biosynthesis
Rv3423c,I.D - Amino acid biosynthesis
Rv3470c,I.D - Amino acid biosynthesis
Rv3509c,I.D - Amino acid biosynthesis
Rv3565,I.D - Amino acid biosynthesis
Rv3704c,I.D - Amino acid biosynthesis
Rv3708c,I.D - Amino acid biosynthesis
Rv3709c,I.D - Amino acid biosynthesis
Rv3710,I.D - Amino acid biosynthesis
Rv3754,I.D - Amino acid biosynthesis
Rv3772,I.D - Amino acid biosynthesis
Rv3838c,I.D - Amino acid biosynthesis
Rv3858c,I.D - Amino acid biosynthesis
Rv3859c,I.D - Amino acid biosynthesis
Rv0075,IV.H - Miscellaneous transferases
Rv0111,IV.H - Miscellaneous transferases
Rv0187,IV.H - Miscellaneous transferases
Rv0188,IV.H - Miscellaneous transferases
Rv0213c,IV.H - Miscellaneous transferases
Rv0224c,IV.H - Miscellaneous transferases
Rv0228,IV.H - Miscellaneous transferases
Rv0380c,IV.H - Miscellaneous transferases
Rv0517,IV.H - Miscellaneous transferases
Rv0520,IV.H - Miscellaneous transferases
Rv0539,IV.H - Miscellaneous transferases
Rv0560c,IV.H - Miscellaneous transferases
Rv0567,IV.H - Miscellaneous transferases
Rv0696,IV.H - Miscellaneous transferases
Rv0858c,IV.H - Miscellaneous transferases
Rv0881,IV.H - Miscellaneous transferases
Rv1147,IV.H - Miscellaneous transferases
Rv1178,IV.H - Miscellaneous transferases
Rv1220c,IV.H - Miscellaneous transferases
Rv1254,IV.H - Miscellaneous transferases
Rv1373,IV.H - Miscellaneous transferases
Rv1377c,IV.H - Miscellaneous transferases
Rv1403c,IV.H - Miscellaneous transferases
Rv1405c,IV.H - Miscellaneous transferases
Rv1464,IV.H - Miscellaneous transferases
Rv1498c,IV.H - Miscellaneous transferases
Rv1500,IV.H - Miscellaneous transferases
Rv1516c,IV.H - Miscellaneous transferases
Rv1520,IV.H - Miscellaneous transferases
Rv1523,IV.H - Miscellaneous transferases
Rv1524,IV.H - Miscellaneous transferases
Rv1526c,IV.H - Miscellaneous transferases
Rv1703c,IV.H - Miscellaneous transferases
Rv1978,IV.H - Miscellaneous transferases
Rv1988,IV.H - Miscellaneous transferases
Rv2294,IV.H - Miscellaneous transferases
Rv2483c,IV.H - Miscellaneous transferases
Rv2610c,IV.H - Miscellaneous transferases
Rv2622,IV.H - Miscellaneous transferases
Rv2675c,IV.H - Miscellaneous transferases
Rv2689c,IV.H - Miscellaneous transferases
Rv2739c,IV.H - Miscellaneous transferases
Rv2952,IV.H - Miscellaneous transferases
Rv2957,IV.H - Miscellaneous transferases
Rv2958c,IV.H - Miscellaneous transferases
Rv2959c,IV.H - Miscellaneous transferases
Rv2962c,IV.H - Miscellaneous transferases
Rv3025c,IV.H - Miscellaneous transferases
Rv3026c,IV.H - Miscellaneous transferases
Rv3120,IV.H - Miscellaneous transferases
Rv3204,IV.H - Miscellaneous transferases
Rv3216,IV.H - Miscellaneous transferases
Rv3329,IV.H - Miscellaneous transferases
Rv3379c,IV.H - Miscellaneous transferases
Rv3579c,IV.H - Miscellaneous transferases
Rv3631,IV.H - Miscellaneous transferases
Rv3699,IV.H - Miscellaneous transferases
Rv3729,IV.H - Miscellaneous transferases
Rv3814c,IV.H - Miscellaneous transferases
Rv3815c,IV.H - Miscellaneous transferases
Rv3816c,IV.H - Miscellaneous transferases
Rv0092,III.A - Transport/binding proteins
Rv0103c,III.A - Transport/binding proteins
Rv0107c,III.A - Transport/binding proteins
Rv0143c,III.A - Transport/binding proteins
Rv0261c,III.A - Transport/binding proteins
Rv0265c,III.A - Transport/binding proteins
Rv0267,III.A - Transport/binding proteins
Rv0346c,III.A - Transport/binding proteins
Rv0362,III.A - Transport/binding proteins
Rv0411c,III.A - Transport/binding proteins
Rv0425c,III.A - Transport/binding proteins
Rv0522,III.A - Transport/binding proteins
Rv0545c,III.A - Transport/binding proteins
Rv0783c,III.A - Transport/binding proteins
Rv0820,III.A - Transport/binding proteins
Rv0821c,III.A - Transport/binding proteins
Rv0849,III.A - Transport/binding proteins
Rv0908,III.A - Transport/binding proteins
Rv0917,III.A - Transport/binding proteins
Rv0924c,III.A - Transport/binding proteins
Rv0928,III.A - Transport/binding proteins
Rv0929,III.A - Transport/binding proteins
Rv0930,III.A - Transport/binding proteins
Rv0932c,III.A - Transport/binding proteins
Rv0933,III.A - Transport/binding proteins
Rv0934,III.A - Transport/binding proteins
Rv0935,III.A - Transport/binding proteins
Rv0936,III.A - Transport/binding proteins
Rv0969,III.A - Transport/binding proteins
Rv1029,III.A - Transport/binding proteins
Rv1030,III.A - Transport/binding proteins
Rv1031,III.A - Transport/binding proteins
Rv1145,III.A - Transport/binding proteins
Rv1146,III.A - Transport/binding proteins
Rv1200,III.A - Transport/binding proteins
Rv1236,III.A - Transport/binding proteins
Rv1237,III.A - Transport/binding proteins
Rv1238,III.A - Transport/binding proteins
Rv1239c,III.A - Transport/binding proteins
Rv1250,III.A - Transport/binding proteins
Rv1258c,III.A - Transport/binding proteins
