Rv_ID,NN_1,NN_2,NN_3,NN_4,NN_5,NN_6,NN_7,NN_8,NN_9,NN_10
Rv2909c,Rv1991A,Rv3490,Rv0489,Rv2883c,Rv0524,Rv2611c,Rv2592c,Rv2364c,Rv2764c,Rv2697c
Rv2910c,Rv2801A,Rv1077,Rv1288,Rv0853c,Rv2482c,Rv3379c,Rv0032,Rv2388c,Rv1329c,Rv1433
Rv2911,Rv1344,Rv2436,Rv2407,Rv1317c,Rv2958c,Rv0233,Rv1746,Rv0182c,Rv2429,Rv3119
Rv2912c,Rv3703c,Rv3866,Rv1846c,Rv1447c,Rv1692,Rv2677c,Rv1860,Rv0191,Rv3557c,Rv0864
Rv2913c,Rv0300,Rv2495c,Rv2916c,Rv2464c,Rv3803c,Rv0453,Rv2497c,Rv0483,Rv2270,Rv2173
Rv2914c,Rv3382c,Rv0669c,Rv2158c,Rv0901,Rv3585,Rv0252,Rv0301,Rv1143,Rv1651c,Rv2351c
Rv2915c,Rv2918c,Rv3862c,Rv0977,Rv0518,Rv3106,Rv3056,Rv2820c,Rv0386,Rv0838,Rv3743c
Rv2916c,Rv2173,Rv3803c,Rv0300,Rv1334,Rv1202,Rv1131,Rv0483,Rv2495c,Rv2150c,Rv0503c
Rv2917,Rv2389c,Rv2727c,Rv1818c,Rv1911c,Rv0230c,Rv2548,Rv1675c,Rv1160,Rv2285,Rv2902c
Rv2918c,Rv3106,Rv0977,Rv3862c,Rv0518,Rv2820c,Rv3056,Rv0386,Rv2763c,Rv0301,Rv1399c
Rv2919c,Rv1259,Rv3240c,Rv0496,Rv0982,Rv3358,Rv2865,Rv1537,Rv3149,Rv0596c,Rv0211
Rv2920c,Rv1026,Rv3903c,Rv1033c,Rv3765c,Rv3234c,Rv0385,Rv0091,Rv1206,Rv2266,Rv2793c
Rv2921c,Rv3580c,Rv1438,Rv3634c,Rv2457c,Rv1630,Rv2153c,Rv1018c,Rv3597c,Rv0640,Rv0684
Rv2922A,Rv0011c,Rv2582,Rv2594c,Rv2220,Rv2981c,Rv1631,Rv3804c,Rv0440,Rv0016c,Rv3001c
Rv2922c,Rv3318,Rv2112c,Rv0438c,Rv1909c,Rv2579,Rv1675c,Rv1160,Rv0230c,NONE,NONE
Rv2923c,Rv1981c,Rv0505c,Rv0848,Rv1103c,Rv1372,Rv1558,Rv2416c,Rv3124,Rv0980c,Rv0512
Rv2924c,Rv1010,Rv2402,Rv0535,Rv3232c,Rv3406,Rv3515c,Rv0058,Rv1213,Rv0103c,Rv1032c
Rv2925c,Rv3436c,Rv1536,Rv1713,Rv0350,Rv1380,Rv3800c,Rv1389,Rv3834c,Rv2845c,Rv2555c
Rv2926c,Rv0908,Rv3600c,Rv0677c,Rv0986,Rv2866,Rv3452,Rv0847,Rv2549c,Rv1553,Rv0277c
Rv2927c,Rv3130c,Rv1218c,Rv3155,Rv1264,Rv0220,Rv0601c,Rv1848,Rv2428,Rv3565,Rv1608c
Rv2928,Rv0486,Rv2625c,Rv3724B,Rv0827c,Rv2702,Rv0045c,Rv0668,Rv0933,Rv0203,Rv0137c
Rv2929,Rv3518c,Rv0005,Rv2870c,Rv1169c,Rv1938,Rv0902c,Rv3565,Rv1187,Rv2816c,Rv1218c
Rv2930,Rv2932,Rv2934,Rv2941,Rv2933,Rv2939,Rv2931,Rv0805,Rv2935,Rv3518c,Rv2521
Rv2931,Rv2930,Rv2932,Rv2934,Rv2941,Rv2933,Rv2939,Rv2935,Rv0805,Rv3518c,Rv2521
Rv2932,Rv2934,Rv2930,Rv2941,Rv2933,Rv2939,Rv2931,Rv0805,Rv2935,Rv3518c,Rv2521
Rv2933,Rv2939,Rv2934,Rv2930,Rv2941,Rv2932,Rv0805,Rv2931,Rv2935,Rv3518c,Rv2521
Rv2934,Rv2932,Rv2941,Rv2930,Rv2939,Rv2933,Rv2931,Rv0805,Rv2935,Rv3518c,Rv2521
Rv2935,Rv2931,Rv2932,Rv2930,Rv2934,Rv2941,Rv2933,Rv2939,Rv0805,Rv3518c,Rv2521
Rv2936,Rv1099c,Rv2937,Rv2942,Rv2587c,Rv2938,Rv2945c,Rv3568c,Rv3495c,Rv0451c,Rv2498c
Rv2937,Rv2942,Rv2936,Rv2587c,Rv2938,Rv1099c,Rv2945c,Rv3568c,Rv3495c,Rv0451c,Rv2498c
Rv2938,Rv2937,Rv2587c,Rv2942,Rv2936,Rv1099c,Rv2945c,Rv3568c,Rv3495c,Rv0451c,Rv2048c
Rv2939,Rv2941,Rv2933,Rv2934,Rv2932,Rv2930,Rv0805,Rv2931,Rv2935,Rv3518c,Rv2521
Rv2940c,Rv2931,Rv2932,Rv2930,Rv2934,Rv2941,Rv2939,Rv2933,Rv2935,Rv0805,Rv3518c
Rv2941,Rv2934,Rv2939,Rv2932,Rv2930,Rv2933,Rv2931,Rv0805,Rv2935,Rv3518c,Rv2521
Rv2942,Rv2937,Rv2587c,Rv2936,Rv1099c,Rv2938,Rv2945c,Rv3568c,Rv3495c,Rv0451c,Rv2498c
Rv2943,Rv2006,Rv0889c,Rv2289,Rv0114,Rv2688c,Rv2429,Rv0187,Rv0577,Rv1180,Rv2376c
Rv2943A,Rv1911c,Rv1160,Rv0230c,Rv2727c,Rv2719c,Rv1675c,Rv1818c,Rv2579,Rv2389c,Rv2548
Rv2944,Rv2866,Rv0986,Rv2549c,Rv1553,Rv3229c,Rv0969,Rv0277c,Rv3600c,Rv1872c,Rv0987
Rv2945c,Rv1099c,Rv2942,Rv2936,Rv2937,Rv2587c,Rv2938,Rv3568c,Rv3495c,Rv2498c,Rv0451c
Rv2946c,Rv2743c,Rv3654c,Rv2795c,Rv3441c,Rv1611,Rv1089,Rv2786c,Rv0642c,Rv1335,Rv2175c
Rv2947c,Rv0866,Rv1009,Rv0385,Rv0091,Rv0937c,Rv3234c,Rv2346c,Rv1198,Rv3223c,Rv1033c
Rv2948c,Rv2459,Rv1079,Rv1992c,Rv3117,Rv0609,Rv3330,Rv2783c,Rv2881c,Rv0483,Rv2068c
Rv2949c,Rv2252,Rv1629,Rv1316c,Rv1121,Rv1604,Rv3592,Rv0557,Rv3168,Rv1114,Rv0282
Rv2950c,Rv2332,Rv0956,Rv2953,Rv3886c,Rv1653,Rv0934,Rv3509c,Rv3045,Rv2196,Rv1242
Rv2951c,Rv1162,Rv1994c,Rv1020,Rv2063A,Rv1013,Rv1155,Rv0938,Rv1850,Rv0132c,Rv3744
Rv2952,Rv1029,Rv3088,Rv0295c,Rv0297,Rv1129c,Rv1497,Rv1173,Rv0570,Rv2821c,Rv1180
Rv2953,Rv1653,Rv2950c,Rv0564c,Rv2228c,Rv1270c,Rv3449,Rv3509c,Rv2332,Rv0956,Rv0934
Rv2954c,Rv3765c,Rv3903c,Rv2793c,Rv1026,Rv1206,Rv2266,Rv1917c,Rv0654,Rv0008c,Rv2584c
Rv2955c,Rv3740c,Rv3080c,Rv0629c,Rv1246c,Rv2238c,Rv2009,Rv1985c,Rv1256c,Rv3743c,Rv3607c
Rv2956,Rv1372,Rv0980c,Rv3152,Rv3151,Rv3150,Rv1743,Rv0867c,Rv0848,Rv3392c,Rv0107c
Rv2957,Rv0404,Rv2187,Rv1386,Rv2450c,Rv2191,Rv1032c,Rv0931c,Rv0183,Rv0058,Rv3158
Rv2958c,Rv0233,Rv1317c,Rv2407,Rv1344,Rv2911,Rv0182c,Rv1746,Rv2436,Rv0148,Rv2429
Rv2959c,Rv1076,Rv3203,Rv1223,Rv3470c,Rv0751c,Rv2872,Rv1185c,Rv2744c,Rv1219c,Rv2430c
Rv2960c,Rv1021,Rv0008c,Rv0192,Rv1917c,Rv3667,Rv2822c,Rv3328c,Rv1885c,Rv2217,Rv0654
Rv2961,Rv3409c,Rv3619c,Rv2176,Rv2631,Rv2878c,Rv0624,Rv3821,Rv2970c,Rv1601,Rv2243
Rv2962c,Rv3146,Rv3821,Rv0624,Rv2852c,Rv3148,Rv0821c,Rv2267c,Rv2176,Rv3145,Rv2855
Rv2963,Rv0764c,Rv3408,Rv1980c,Rv0221,Rv3821,Rv3377c,Rv3409c,Rv2296,Rv1876,Rv1983
Rv2964,Rv3702c,Rv3316,Rv0754,Rv3704c,Rv1996,Rv1563c,Rv3655c,Rv3812,Rv3567c,Rv0694
Rv2964B,Rv0853c,Rv2801A,Rv1288,Rv1077,Rv2482c,Rv0032,Rv3379c,Rv1329c,Rv1433,Rv0813c
Rv2965c,Rv1201c,Rv3581c,Rv1310,Rv0957,Rv3458c,Rv1626,Rv3220c,Rv0706,Rv1308,Rv1655
Rv2966c,Rv2171,Rv2051c,Rv0859,Rv0860,Rv2869c,Rv1700,Rv2524c,Rv2733c,Rv3413c,Rv1412
Rv2967c,Rv0391,Rv1348,Rv1238,Rv0202c,Rv1942c,Rv0450c,Rv1235,Rv0998,Rv0994,Rv3546
Rv2968c,Rv0011c,Rv0946c,Rv2582,Rv3804c,Rv2594c,Rv2220,Rv3001c,Rv3859c,Rv3101c,Rv2981c
Rv2969c,Rv0534c,Rv2726c,Rv1656,Rv1094,Rv3806c,Rv1381,Rv2244,Rv0555,Rv2361c,Rv1603
Rv2970A,Rv2586c,Rv0126,Rv0900,Rv2829c,Rv1114,Rv3835,Rv0013,Rv3168,Rv0902c,Rv0626
Rv2970c,Rv2243,Rv3820c,Rv2878c,Rv2855,Rv1329c,Rv2176,Rv3731,Rv3619c,Rv0624,Rv0735
Rv2971,Rv0712,Rv2034,Rv3910,Rv0256c,Rv1963c,Rv1314c,Rv1492,Rv1493,Rv3534c,Rv3545c
Rv2972c,Rv3106,Rv3808c,Rv2299c,Rv0054,Rv0977,Rv1771,Rv2918c,Rv3366,Rv3225c,Rv1189
Rv2973c,Rv2573,Rv0602c,Rv0107c,Rv3744,Rv0867c,Rv2063A,Rv1850,Rv3547,Rv0132c,Rv1743
Rv2974c,Rv0586,Rv3229c,Rv0969,Rv0987,Rv3082c,Rv2866,Rv1553,Rv2549c,Rv3841,Rv0986
Rv2975A,Rv0853c,Rv1288,Rv2801A,Rv1077,Rv2482c,Rv1329c,Rv0032,Rv1433,Rv3379c,Rv0813c
Rv2975c,Rv2088,Rv2976c,Rv1885c,Rv3328c,Rv0654,Rv2822c,Rv3812,Rv0469,Rv3567c,Rv0008c
Rv2976c,Rv2088,Rv3328c,Rv3567c,Rv3812,Rv0234c,Rv3655c,Rv2822c,Rv0469,Rv1885c,Rv3286c
Rv2977c,Rv0627,Rv3036c,Rv3838c,Rv0490,Rv3908,Rv3433c,Rv1496,Rv0019c,Rv2097c,Rv2151c
Rv2978c,Rv0447c,Rv2590,Rv0516c,Rv0676c,Rv0159c,Rv0899,Rv1747,Rv3469c,Rv3824c,Rv0598c
Rv2979c,Rv0208c,Rv0070c,Rv1596,Rv3687c,Rv0749,Rv1737c,Rv3417c,Rv3610c,Rv1088,Rv0582
Rv2980,Rv2986c,Rv3923c,Rv0288,Rv0896,Rv0482,Rv3676,Rv3465,Rv1837c,Rv0733,Rv3032
Rv2981c,Rv0016c,Rv3923c,Rv1631,Rv2882c,Rv0824c,Rv3914,Rv3465,Rv2986c,Rv0733,Rv3032
Rv2982c,Rv3198c,Rv0262c,Rv3404c,Rv0888,Rv1223,Rv2027c,Rv2430c,Rv2376c,Rv2959c,Rv1212c
Rv2983,Rv2222c,Rv3858c,Rv2195,Rv3624c,Rv2470,Rv0440,Rv2773c,Rv2152c,Rv1631,Rv3443c
Rv2984,Rv1307,Rv3303c,Rv2193,Rv3846,Rv1240,Rv2711,Rv2523c,Rv0846c,Rv3464,Rv2111c
Rv2985,Rv2601,Rv0600c,Rv1346,Rv3384c,Rv1736c,Rv1247c,Rv3919c,Rv3310,Rv2149c,Rv0241c
Rv2986c,Rv3465,Rv0288,Rv0733,Rv3032,Rv0824c,Rv3914,Rv3923c,Rv3443c,Rv2882c,Rv0016c
Rv2987c,Rv0002,Rv3596c,Rv2906c,Rv1658,Rv3031,Rv2109c,Rv1606,Rv1208,Rv1464,Rv0803
Rv2988c,Rv0787A,Rv2439c,Rv1415,Rv2397c,Rv1436,Rv3457c,Rv0788,Rv1832,Rv1409,Rv0772
Rv2989,Rv3872,Rv2249c,Rv0098,Rv3569c,Rv2583c,Rv2224c,Rv3876,Rv3868,Rv3723,Rv0655
Rv2990c,Rv2631,Rv3409c,Rv3619c,Rv2878c,Rv1601,Rv3065,Rv0458,Rv2176,Rv2136c,Rv0221
Rv2991,Rv2928,Rv2625c,Rv0486,Rv3724B,Rv0827c,Rv2702,Rv0668,Rv1121,Rv0045c,Rv0933
Rv2992c,Rv1007c,Rv2343c,Rv1002c,Rv3048c,Rv1327c,Rv0290,Rv2678c,Rv2612c,Rv1613,Rv3608c
Rv2993c,Rv0113,Rv0557,Rv0478,Rv3592,Rv1604,Rv1629,Rv1316c,Rv2623,Rv0982,Rv2865
Rv2994,Rv2818c,Rv3655c,Rv2817c,Rv3812,Rv2822c,Rv0694,Rv0192,Rv3702c,Rv2964,Rv1495
Rv2995c,Rv3602c,Rv2225,Rv1832,Rv1612,Rv1609,Rv0788,Rv1409,Rv2192c,Rv3710,Rv1559
Rv2996c,Rv2747,Rv2438c,Rv1017c,Rv2194,Rv0236c,Rv1326c,Rv1595,Rv1594,Rv1990c,Rv1483
Rv2997,Rv1848,Rv2428,Rv1264,Rv0220,Rv3155,Rv1608c,Rv2816c,Rv1755c,Rv3130c,Rv3444c
Rv2998,Rv1222,Rv3419c,Rv1205,Rv1239c,Rv3297,Rv0413,Rv1468c,Rv1328,Rv0645c,Rv2218
Rv2998A,Rv0470c,Rv1237,Rv3132c,Rv1347c,Rv2358,Rv1957,Rv1349,Rv3717,Rv3131,Rv1235
Rv2999,Rv1857,Rv3405c,Rv0734,Rv2010,Rv2103c,Rv2234,Rv1207,Rv1253,Rv2602,Rv0409
Rv3000,Rv3130c,Rv1264,Rv3155,Rv1848,Rv2428,Rv0220,Rv0601c,Rv3444c,Rv1755c,Rv1218c
Rv3001c,Rv3859c,Rv2220,Rv2582,Rv3805c,Rv2455c,Rv2050,Rv2195,Rv0011c,Rv2454c,Rv0946c
Rv3002c,Rv1416,Rv1437,Rv3457c,Rv2439c,Rv1436,Rv0808,Rv2397c,Rv0787A,Rv0772,Rv2988c
Rv3003c,Rv0337c,Rv2210c,Rv1600,Rv0884c,Rv3137,Rv1338,Rv3336c,Rv3789,Rv3221A,Rv3276c
Rv3004,Rv1372,Rv0980c,Rv1981c,Rv0848,Rv3152,Rv3151,Rv3150,Rv1743,Rv1103c,Rv2416c
Rv3005c,Rv1237,Rv0470c,Rv3131,Rv3132c,Rv1957,Rv1347c,Rv3574,Rv0465c,Rv2358,Rv1538c
Rv3006,Rv2582,Rv2220,Rv0011c,Rv3001c,Rv2594c,Rv0440,Rv3859c,Rv1631,Rv3858c,Rv2981c
Rv3007c,Rv3357,Rv1561,Rv2213,Rv3157,Rv0137c,Rv1562c,Rv2232,Rv3878,Rv3488,Rv1001
Rv3008,Rv3133c,Rv1777,Rv3089,Rv2429,Rv0182c,Rv2006,Rv3506,Rv0114,Rv0889c,Rv3734c
Rv3009c,Rv1602,Rv3420c,Rv2421c,Rv1345,Rv2746c,Rv2614c,Rv1449c,Rv0491,Rv1640c,Rv2221c
Rv3010c,Rv2245,Rv1030,Rv0630c,Rv3370c,Rv0573c,Rv3701c,Rv2284,Rv1256c,Rv1082,Rv3111
Rv3011c,Rv1989c,Rv1511,Rv2095c,Rv2155c,Rv1294,Rv2440c,Rv2465c,Rv3598c,Rv1997,Rv3012c
Rv3012c,Rv2742c,Rv3425,Rv1306,Rv2465c,Rv2440c,Rv3598c,Rv0417,Rv2121c,Rv1484,Rv0444c
Rv3013,Rv0813c,Rv1433,Rv2211c,Rv2593c,Rv2068c,Rv1288,Rv0853c,Rv1013,Rv2783c,Rv1020
Rv3014c,Rv2753c,Rv1594,Rv1483,Rv2093c,Rv2194,Rv0736,Rv3778c,Rv2438c,Rv3455c,Rv3042c
Rv3015c,Rv2389c,Rv2727c,Rv1818c,Rv2285,Rv2548,Rv2902c,Rv0230c,Rv1675c,Rv1911c,Rv2149c
Rv3016,Rv0802c,Rv3480c,Rv3309c,Rv3826,Rv1368,Rv0148,NONE,NONE,NONE,NONE
Rv3017c,Rv3111,Rv1634,Rv3451,Rv1161,Rv1625c,Rv0573c,Rv2275,Rv3370c,Rv3701c,Rv2873
Rv3018A,Rv0417,Rv0444c,Rv1306,Rv1484,Rv2121c,Rv2742c,Rv3012c,Rv2440c,Rv3425,Rv1311
Rv3018Bc,Rv0853c,Rv1288,Rv1433,Rv0813c,Rv2801A,Rv1077,Rv1013,Rv2482c,Rv1329c,Rv1162
Rv3018c,Rv3903c,Rv3765c,Rv2793c,Rv1026,Rv1206,Rv2266,Rv2584c,Rv1033c,Rv1917c,Rv0654
Rv3019c,Rv1980c,Rv2296,Rv3408,Rv1983,Rv0221,Rv0764c,Rv1876,Rv3825c,Rv3377c,Rv0845
Rv3020c,Rv0678,Rv3270,Rv1884c,Rv0020c,Rv0948c,Rv2623,Rv2466c,Rv0582,Rv3417c,Rv3149
Rv3021c,Rv3903c,Rv3765c,Rv1026,Rv2793c,Rv1206,Rv2266,Rv1033c,Rv2584c,Rv1917c,Rv0008c
Rv3022A,Rv0418,Rv3272,Rv2530c,Rv3911,Rv3589,Rv2596,Rv0749,Rv1088,Rv3754,Rv0500
Rv3022c,Rv0404,Rv2187,Rv1386,Rv1468c,Rv1205,Rv1222,Rv0931c,Rv3419c,Rv1365c,Rv1328
Rv3023c,Rv0930,Rv0820,Rv0929,Rv0928,Rv3696c,Rv0924c,Rv0645c,Rv0644c,Rv0989c,Rv1239c
Rv3024c,Rv2276,Rv2466c,Rv1884c,Rv3223c,Rv3270,Rv0020c,Rv0130,Rv0678,Rv0948c,Rv0866
Rv3025c,Rv2131c,Rv1908c,Rv2391,Rv2454c,Rv2540c,Rv2096c,Rv2455c,Rv1340,Rv2050,Rv3805c
Rv3026c,Rv2284,Rv3010c,Rv0630c,Rv3370c,Rv1030,Rv1082,Rv0573c,Rv1168c,Rv2245,Rv2873
Rv3027c,Rv1561,Rv1001,Rv3357,Rv3488,Rv3157,Rv2744c,Rv3878,Rv1185c,Rv2213,Rv3153
Rv3028c,Rv3051c,Rv1295,Rv1110,Rv0284,Rv3608c,Rv1613,Rv2178c,Rv3713,Rv0062,Rv2122c
Rv3029c,Rv1437,Rv0808,Rv3457c,Rv1612,Rv2995c,Rv2439c,Rv1133c,Rv1832,Rv3602c,Rv0788
Rv3030,Rv2697c,Rv2130c,Rv0510,Rv2111c,Rv3464,Rv0287,Rv0846c,Rv2124c,Rv2523c,Rv3846
Rv3031,Rv2109c,Rv1464,Rv1208,Rv2987c,Rv0803,Rv0002,Rv2906c,Rv3601c,Rv3596c,Rv1658
Rv3032,Rv0733,Rv0824c,Rv3914,Rv3465,Rv3443c,Rv2986c,Rv2882c,Rv0016c,Rv0288,Rv1631
Rv3032A,Rv1155,Rv0132c,Rv1850,Rv2063A,Rv0583c,Rv3547,Rv0116c,Rv3083,Rv0938,Rv2573
Rv3033,Rv2852c,Rv0445c,Rv2416c,Rv0342,Rv2218,Rv0848,Rv1365c,Rv2267c,Rv2962c,Rv3124
Rv3034c,Rv0282,Rv3414c,Rv1121,Rv0827c,Rv3724B,Rv2949c,Rv2625c,Rv2757c,Rv2252,Rv2007c
Rv3035,Rv0066c,Rv3627c,Rv0384c,Rv3646c,Rv2202c,Rv0127,Rv2754c,Rv2201,Rv3455c,Rv2518c
Rv3036c,Rv0627,Rv3838c,Rv3433c,Rv1819c,Rv0019c,Rv2977c,Rv3823c,Rv0009,Rv3908,Rv2525c
Rv3037c,Rv1474c,Rv1475c,Rv2215,Rv0241c,Rv2181,Rv0129c,Rv3583c,Rv1633,Rv0079,Rv2453c
Rv3038c,Rv3780,Rv3653,Rv3085,Rv2741,Rv0022c,Rv0654,Rv1885c,Rv2088,Rv2066,Rv2868c
Rv3039c,Rv1755c,Rv3444c,Rv1848,Rv2428,Rv0601c,Rv1264,Rv3155,Rv0220,Rv1608c,Rv3130c
Rv3040c,Rv2548,Rv2727c,Rv1675c,Rv0230c,Rv2389c,Rv1911c,Rv1160,Rv1818c,Rv2149c,Rv2579
Rv3041c,Rv0191,Rv1846c,Rv1447c,Rv3703c,Rv1692,Rv1478,Rv3866,Rv1860,Rv0864,Rv3313c
Rv3042c,Rv0736,Rv2201,Rv1483,Rv1594,Rv2753c,Rv2194,Rv3014c,Rv2438c,Rv3646c,Rv2093c
Rv3043c,Rv2713,Rv1560,Rv0116c,Rv2174,Rv0583c,Rv0414c,Rv1364c,Rv3547,Rv0132c,Rv1155
Rv3044,Rv3671c,Rv0410c,Rv2518c,Rv2553c,Rv0127,Rv3101c,Rv3102c,Rv0946c,Rv1512,Rv3804c
Rv3045,Rv2780,Rv1931c,Rv0237,Rv1653,Rv1400c,Rv0670,Rv2950c,Rv2953,Rv3561,Rv2332
Rv3046c,Rv0241c,Rv0129c,Rv0600c,Rv3586,Rv0206c,Rv2985,Rv1474c,Rv1475c,Rv3919c,Rv1184c
Rv3047c,Rv0764c,Rv3408,Rv0221,Rv1980c,Rv3409c,Rv3821,Rv2296,Rv2631,Rv3377c,Rv1983
Rv3048c,Rv1327c,Rv1007c,Rv1613,Rv2343c,Rv2612c,Rv2992c,Rv3608c,Rv3051c,Rv2678c,Rv0062
Rv3049c,Rv0838,Rv2484c,Rv0194,Rv0844c,Rv3487c,Rv3056,Rv2820c,Rv0518,Rv2136c,NONE
Rv3050c,Rv1737c,Rv0065,Rv2848c,Rv1596,Rv3855,Rv1448c,Rv1495,Rv2819c,Rv0694,Rv3853
Rv3051c,Rv1613,Rv3608c,Rv0062,Rv3028c,Rv1295,Rv3048c,Rv2612c,Rv1327c,Rv1110,Rv2343c
Rv3052c,Rv2754c,Rv2794c,Rv0363c,Rv1300,Rv1617,Rv2839c,Rv1828,Rv3245c,Rv2477c,Rv3215
Rv3053c,Rv3859c,Rv3001c,Rv3805c,Rv2050,Rv2220,Rv2455c,Rv2454c,Rv2582,Rv0946c,Rv1512
Rv3054c,Rv3566c,Rv2431c,Rv3487c,Rv2462c,Rv0468,Rv0458,Rv1650,Rv1384,Rv0334,Rv3379c
Rv3055,Rv3364c,Rv0858c,Rv0254c,Rv2002,Rv0987,NONE,NONE,NONE,NONE,NONE
Rv3056,Rv0518,Rv2484c,Rv3862c,Rv0838,Rv2820c,Rv2918c,Rv0844c,Rv1246c,Rv3080c,Rv0386
Rv3057c,Rv2359,Rv2613c,Rv1539,Rv1822,Rv1538c,Rv0465c,Rv3810,Rv2476c,Rv1957,Rv0983
Rv3058c,Rv3417c,Rv1596,Rv0948c,Rv0949,Rv2217,Rv0130,Rv3687c,Rv0020c,Rv0617,Rv2819c
Rv3059,Rv2404c,Rv0453,Rv2607,Rv3607c,Rv2270,Rv1182,Rv2497c,Rv2009,Rv1384,Rv2238c
Rv3060c,Rv2786c,Rv3441c,Rv0642c,Rv2743c,Rv1335,Rv1962c,Rv0014c,Rv2946c,Rv1336,Rv1285
Rv3061c,Rv3133c,Rv1777,Rv2429,Rv3089,Rv0182c,Rv2006,Rv0114,Rv0889c,Rv1180,Rv3506
Rv3062,Rv0500,Rv1562c,Rv1088,Rv3911,Rv2213,Rv3754,Rv1258c,Rv3878,Rv2031c,Rv2530c
Rv3063,Rv2584c,Rv3085,Rv2793c,Rv3780,Rv2266,Rv1206,Rv2208,Rv0022c,Rv2066,Rv2868c
Rv3064c,Rv2252,Rv2949c,Rv1629,Rv1316c,Rv1604,Rv0557,Rv3592,Rv3168,Rv1114,Rv1121
Rv3065,Rv2349c,Rv1690,Rv2136c,Rv1297,Rv0194,Rv2631,Rv1552,Rv0458,Rv3409c,Rv3825c
Rv3066,Rv2727c,Rv0230c,Rv1911c,Rv2389c,Rv1675c,Rv1160,Rv1818c,Rv2548,Rv2579,Rv2719c
Rv3067,Rv3821,Rv3146,Rv0821c,Rv2962c,Rv2267c,Rv0624,Rv1365c,Rv2852c,Rv0764c,Rv2176
Rv3068c,Rv2289,Rv2006,Rv2429,Rv0889c,Rv0114,Rv0182c,Rv2436,Rv2376c,NONE,NONE
Rv3069,Rv3225c,Rv0054,Rv2701c,Rv2725c,Rv3808c,Rv1189,Rv1771,Rv1075c,Rv2539c,Rv2823c
Rv3070,Rv0735,Rv1469,Rv3731,Rv3744,Rv1162,Rv1329c,Rv1013,Rv0853c,Rv1994c,Rv0602c
Rv3071,Rv3133c,Rv3089,Rv1777,Rv0182c,Rv2429,Rv2006,Rv3506,NONE,NONE,NONE
Rv3072c,Rv2464c,Rv2497c,Rv1433,Rv2388c,Rv0813c,Rv0334,Rv2495c,Rv1288,Rv2270,Rv2593c
Rv3073c,Rv0013,Rv2745c,Rv1114,Rv3168,Rv2949c,Rv2829c,Rv0126,Rv0902c,Rv2757c,Rv0900
Rv3074,Rv2916c,Rv0300,Rv2495c,Rv0503c,Rv0453,Rv3389c,Rv1202,Rv2173,Rv2464c,Rv3803c
Rv3075c,Rv1077,Rv3379c,Rv1288,Rv2388c,Rv2801A,Rv0334,Rv2482c,Rv0853c,Rv0032,Rv1650
Rv3076,Rv3660c,Rv1410c,Rv2005c,Rv1266c,Rv2301,Rv2748c,Rv2880c,Rv0869c,Rv2861c,Rv0934
Rv3077,Rv1731,Rv3086,Rv1267c,Rv3506,Rv3704c,Rv3734c,Rv3480c,Rv1563c,Rv1996,Rv0754
Rv3078,Rv3763,Rv2740,Rv0693,Rv3416,Rv3313c,Rv2234,Rv1478,Rv3405c,Rv2010,Rv3505
Rv3079c,Rv3309c,Rv1368,Rv3826,Rv0620,Rv3480c,Rv0802c,Rv3452,Rv0677c,Rv0847,NONE
Rv3080c,Rv3740c,Rv2009,Rv1246c,Rv0629c,Rv1384,Rv2238c,Rv2484c,Rv1985c,Rv3056,Rv0518
Rv3081,Rv2238c,Rv0629c,Rv1256c,Rv1599,Rv1182,Rv3607c,Rv2145c,Rv2607,Rv1030,Rv0558
Rv3082c,Rv3841,Rv1739c,Rv0254c,Rv2002,Rv2602,Rv0858c,Rv1253,Rv0586,Rv2103c,NONE
Rv3083,Rv0938,Rv3879c,Rv1020,Rv1994c,Rv1155,Rv1162,Rv1013,Rv0132c,Rv0583c,Rv1850
Rv3084,Rv0407,Rv1285,Rv1633,Rv2221c,Rv0014c,Rv1449c,Rv2215,Rv0642c,Rv2614c,Rv2589
Rv3085,Rv0022c,Rv2208,Rv2066,Rv2868c,Rv1665,Rv2741,Rv3653,Rv3780,Rv2584c,Rv3854c
Rv3086,Rv1731,Rv3480c,Rv1267c,Rv3506,Rv1777,Rv3089,Rv3734c,Rv0802c,Rv3133c,NONE
Rv3087,Rv1712,Rv3505,Rv3214,Rv1207,Rv1849,Rv0321,Rv2234,Rv0732,Rv2427c,Rv3405c
Rv3088,Rv1029,Rv0295c,Rv2952,Rv0297,Rv1497,Rv1129c,Rv0570,Rv3681c,Rv1130,Rv0533c
Rv3089,Rv3133c,Rv1777,Rv0182c,Rv0148,Rv3086,Rv2429,Rv0802c,NONE,NONE,NONE
Rv3090,Rv2121c,Rv1484,Rv0417,Rv2742c,Rv1311,Rv2440c,Rv1392,Rv1306,Rv3012c,Rv0444c
Rv3091,Rv3384c,Rv0549c,Rv2841c,Rv1736c,Rv1247c,Rv3791,Rv2985,Rv1475c,Rv1699,Rv2601
Rv3092c,Rv3152,Rv0867c,Rv1372,Rv1743,Rv0107c,Rv3151,Rv3150,Rv0980c,Rv1266c,Rv2005c
Rv3093c,Rv2238c,Rv0629c,Rv2009,Rv3607c,Rv1256c,Rv2607,Rv3080c,Rv3740c,Rv1182,Rv3059
Rv3094c,Rv2063A,Rv1850,Rv1155,Rv0132c,Rv1162,Rv1994c,Rv3744,Rv0938,Rv3547,Rv1020
